mineral_name,rruff_id,laser_nm,data_type,source_file,has_xrd,elements_detected,chemical_family,n_elements,avg_electronegativity,avg_atomic_mass,reduced_formula,matbench_gap_pbe,matbench_is_metal,matbench_e_form
Sillimanite,R050601,532.0,Processed,Sillimanite__R050601__Raman__532______Raman_Data_Processed__6a659cadda81ac63f72e5f80c331.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti",Unknown,,,,,,,
Brazilianite,R050319-6,514.0,Processed,Brazilianite__R050319-6__Raman__514__0-000__depolarized__Raman_Data_Processed__7e7025c1d03ab38759f93039d61e.txt,False,"Al,Cr,El,F,Ka,Na,O,Ox,P,Pk,Si,Wt",Unknown,,,,,,,
Fluorite,R060548,532.0,Processed,Fluorite__R060548__Raman__532______Raman_Data_Processed__69ca4a8fe44b3f2a9d575bb5f94d.txt,False,,Unknown,,,,,,,
Pyrope,R050113,780.0,Processed,Pyrope__R050113__Raman__780______Raman_Data_Processed__d279994ec8e44ae9526405bb5d68.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Arseniopleite,R070144,785.0,Processed,Arseniopleite__R070144__Broad_Scan__785__0__unoriented__Raman_Data_Processed__a3b3f4f91f644673dd301a0f8314.txt,False,"Al,As,Ca,Cr,Cu,El,F,Fe,K,Ka,La,Ma,Mg,Mn,Na,O,Ox,P,Pb,Pk,S,Wt,Zn",Unknown,,,,,,,
Clinozoisite,R060284,532.0,Processed,Clinozoisite__R060284__Raman__532______Raman_Data_Processed__294171657dae9ba38ca413746085.txt,False,,Unknown,,,,,,,
Sulphur,R050006-5,514.0,Processed,Sulphur__R050006-5__Raman__514__0-000__depolarized__Raman_Data_Processed__20b4b7e3c1cefd8f1c71505c3d97.txt,False,S,Unknown,,,,,,,
Wendwilsonite,R180011,532.0,Processed,Wendwilsonite__R180011__Raman__532______Raman_Data_Processed__e94a524f99f0ba31c858dec8efcb.txt,False,"D,S",Unknown,,,,,,,
Aegirine,R040054-3,514.0,Processed,Aegirine__R040054-3__Raman__514__0-000__depolarized__Raman_Data_Processed__763662312a7d089e52ac546c1325.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Aegirine,,,
Chondrodite,R040016-5,514.0,Processed,Chondrodite__R040016-5__Raman__514__0-000__depolarized__Raman_Data_Processed__7da685893a7557ec85988ca21d6c.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,Ni,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Montroydite,R140877,780.0,Processed,Montroydite__R140877__Broad_Scan__780__0__unoriented__Raman_Data_Processed__c3c58559bd0afd52c465b360cd85.txt,False,"El,Hg,Ma,O,Pk,Wt",Unknown,,,,,,,
Obradovicite-KCu,R110015,780.0,Processed,Obradovicite-KCu__R110015__Raman__780______Raman_Data_Processed__c9136c7aa35a040cae1aa95df7b4.txt,False,,Unknown,,,,,,,
Astrophyllite,R060103-3,514.0,Processed,Astrophyllite__R060103-3__Raman__514__0-000__depolarized__Raman_Data_Processed__46c571976e7b78cbaf2dc5f94719.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt,Zr",Unknown,,,,,,,
Carminite,R050528,780.0,Processed,Carminite__R050528__Broad_Scan__780__0__unoriented__Raman_Data_Processed__5a8ae4d0fdaab734e1bae81005eb.txt,False,"Al,As,Ca,Cu,El,F,Fe,H,Ka,La,Ma,Mg,Mn,O,Ox,P,Pb,Pk,S,Wt,Zn",Unknown,,,,,,,
Adamite,R040130,514.0,Processed,Adamite__R040130__Raman__514______Raman_Data_Processed__f452269ca2ab447500a7c5d53aef.txt,False,"As,Ca,Cl,Cu,El,F,Fe,Ka,La,Ma,Mg,Mn,O,Ox,P,Pb,Pk,S,Wt,Zn",Unknown,1.0,0.0,,Adamite,,,
Paracoquimbite,R140266,532.0,Processed,Paracoquimbite__R140266__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d6faf5a686bcef6bf255b4abfedc.txt,False,,Unknown,,,,,,,
Almandine,R040168,532.0,Processed,Almandine__R040168__Raman__532______Raman_Data_Processed__f1a4a2d37a260c4514c61ac9cc2c.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Nordenskioldine,R130017,532.0,Processed,Nordenskioldine__R130017__Raman__532______Raman_Data_Processed__b4249722c72fe8eb86d21e9e4170.txt,False,,Unknown,,,,,,,
Theisite,R060478,532.0,Processed,Theisite__R060478__Raman__532______Raman_Data_Processed__7e2cd9f838f70be2cb58aba9d814.txt,False,,Unknown,,,,,,,
Pseudomeisserite-(NH4),R250130,785.0,Processed,Pseudomeisserite-(NH4)__R250130__Raman__785______Raman_Data_Processed__9efbdef27c70597dd0c6b8b38a0f.txt,True,,Unknown,,,,,,,
Ferrilotharmeyerite,R060209,780.0,Processed,Ferrilotharmeyerite__R060209__Broad_Scan__780__0__unoriented__Raman_Data_Processed__b86fb933590dc5ca249465bfcd79.txt,False,,Unknown,,,,,,,
Hopeite,R130562,532.0,Processed,Hopeite__R130562__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ff34869716e8328fda07d8656341.txt,False,,Unknown,,,,,,,
Suredaite,R070191,532.0,Processed,Suredaite__R070191__Raman__532______Raman_Data_Processed__6b2173ebb468c4ca4ed867218237.txt,False,"As,El,Fe,Ka,La,Mn,Ox,Pb,Pk,S,Sn,Wt,Zn",Unknown,,,,,,,
Uraninite,R070747,532.0,Processed,Uraninite__R070747__Raman__532______Raman_Data_Processed__f75f498a7496281634e867ceadf9.txt,False,,Unknown,,,,,,,
Okenite,R070602,780.0,Processed,Okenite__R070602__Broad_Scan__780__0__unoriented__Raman_Data_Processed__0633a414824d919528b72017ee9f.txt,False,,Unknown,,,,,,,
Strelkinite,R070046,532.0,Processed,Strelkinite__R070046__Raman__532______Raman_Data_Processed__9ffb2758134c72c5c1581fd2fdb1.txt,False,,Unknown,,,,,,,
Corundum,R110119,780.0,Processed,Corundum__R110119__Raman__780______Raman_Data_Processed__d35c1e26b52d85066af5eb7cb687.txt,False,"Al,El,Fe,Ka,O,Ox,Pk,Wt",Unknown,,,,,,,
Pyroxene,R110130,780.0,Processed,Pyroxene__R110130__Broad_Scan__780__0__unoriented__Raman_Data_Processed__8946cc724e5a2972a73e1d169100.txt,False,,Unknown,,,,,,,
Baddeleyite,R060078-6,514.0,Processed,Baddeleyite__R060078-6__Raman__514__0-000__depolarized__Raman_Data_Processed__e26e045279fe2a0ac5ef76f712b7.txt,False,"El,Hf,Ka,La,O,Ox,Pk,Ti,Wt,Zr",Unknown,,,,,,,
Sulphur,R040135,514.0,Processed,Sulphur__R040135__Raman__514______Raman_Data_Processed__cb5d8217c58cadc29f2dcfc6a4fe.txt,False,S,Unknown,,,,,,,
Shortite,R050248-5,514.0,Processed,Shortite__R050248-5__Raman__514__0-000__depolarized__Raman_Data_Processed__61b404bca0a74755822584554c93.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Ti,Wt",Unknown,,,,,,,
Covellite,R060143,532.0,Processed,Covellite__R060143__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a7199a2a2c4961ff296837979eaf.txt,False,"Cu,El,Fe,Ka,Ox,Pk,S,Wt,Zn",Unknown,,,,,,,
Vigezzite,R120132,532.0,Processed,Vigezzite__R120132__Broad_Scan__532__0__unoriented__Raman_Data_Processed__b26ee12fc4bc4afde904063596c0.txt,False,,Unknown,,,,,,,
Senandorite,R070718,532.0,Processed,Senandorite__R070718__Raman__532______Raman_Data_Processed__b8a0aa43fa4230cd1796475ad8f0.txt,False,"Ag,At,Bi,Cu,F,Fe,Mn,No,On,Pb,S,Sb,Wt",Unknown,,,,,,,
Rynersonite,R080064,532.0,Processed,Rynersonite__R080064__Raman__532______Raman_Data_Processed__55cda930264a377ffef7769d9dd3.txt,False,,Unknown,1.0,0.0,,Rynersonite,,,
Sulfadoxine,D120002,532.0,Processed,Sulfadoxine__D120002__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2e4177c1277b73f7ae46609f1f84.txt,False,,Unknown,,,,,,,
Magnesiochromite,R060797,785.0,Processed,Magnesiochromite__R060797__Raman__785______Raman_Data_Processed__193948485a04782625e1f8127305.txt,False,"Al,Cr,El,Fe,Ka,Mg,O,Ox,Pk,Ti,Wt",Unknown,1.0,0.0,,Magnesiochromite,,,
Barytocalcite,R050288,532.0,Processed,Barytocalcite__R050288__Raman__532______Raman_Data_Processed__99905a901e87fa971edbdba8e95b.txt,False,"Al,Ba,C,Ca,Cr,Cu,El,Fe,Ka,La,Ma,Mg,Mn,Ni,O,Ox,Pb,Pk,Si,Wt,Zn",Unknown,,,,,,,
Marokite,R060829,785.0,Processed,Marokite__R060829__Raman__785______Raman_Data_Processed__c45b761f2bf2b1b5d8e299dda707.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Marokite,,,
Fluorcalciomicrolite,R130022,532.0,Processed,Fluorcalciomicrolite__R130022__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a75149bd7a66dd74c3f13324e978.txt,False,F,Unknown,,,,,,,
Allophane,R120001,780.0,Processed,Allophane__R120001__Raman__780______Raman_Data_Processed__3e72f06b4288641db6eb03ce3706.txt,False,,Unknown,,,,,,,
Fibroferrite,R061076,785.0,Processed,Fibroferrite__R061076__Raman__785______Raman_Data_Processed__9e1059a612eaa1b77a7444d0e109.txt,False,"Al,As,Ca,Cl,Cr,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Nordite-(La),R140310,780.0,Processed,Nordite-(La)__R140310__Broad_Scan__780__0__unoriented__Raman_Data_Processed__8a6af8fdbeaa137019ec20be3bb1.txt,False,"D,La,S",Unknown,,,,,,,
Roubaultite,R080131,780.0,Processed,Roubaultite__R080131__Broad_Scan__780__0__unoriented__Raman_Data_Processed__cde45577a1c92891aea3924bc4a7.txt,False,,Unknown,1.0,0.0,,Roubaultite,,,
Zhenruite,R220010,532.0,Processed,Zhenruite__R220010__Raman__532______Raman_Data_Processed__55fb203e1d12e9b600dbf2c913fb.txt,False,,Unknown,1.0,0.0,,Zhenruite,,,
Scorodite,R050465,532.0,Processed,Scorodite__R050465__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f83497a2934dab7de209f3a645f9.txt,False,,Unknown,,,,,,,
Alstonite,R090049,780.0,Processed,Alstonite__R090049__Broad_Scan__780__0__unoriented__Raman_Data_Processed__91665320b28c7cd9f32ee44875da.txt,False,"Ba,C,Ca,O,On,Sr,Wt",Unknown,,,,,,,
Jordisite,R060864,532.0,Processed,Jordisite__R060864__Broad_Scan__532__0__unoriented__Raman_Data_Processed__947ead75871b0b30cc15a3c9ea3c.txt,False,,Unknown,1.0,0.0,,Jordisite,,,
Actinolite,R050336-6,514.0,Processed,Actinolite__R050336-6__Raman__514__0-000__depolarized__Raman_Data_Processed__136f449b47cf57f49c58c6d73a0f.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,,,,,,,
Ardennite-(As),R060669,532.0,Processed,Ardennite-(As)__R060669__Broad_Scan__532__0__unoriented__Raman_Data_Processed__10ceb0dcdd750d62e3dd17355da2.txt,False,,Unknown,,,,,,,
Braunite,R050390,514.0,Processed,Braunite__R050390__Raman__514______Raman_Data_Processed__ba08ff7f1378acabde1024db753e.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Beryl,R050305,780.0,Processed,Beryl__R050305__Raman__780______Raman_Data_Processed__007736075e47e1e16e3c2735afdc.txt,False,"Al,Be,Ca,Cr,El,Fe,K,Ka,Li,Mg,Na,O,Ox,Pk,Sc,Si,V,Wt",Unknown,,,,,,,
Juabite,R220005,780.0,Processed,Juabite__R220005__Raman__780______Raman_Data_Processed__015f7134b5e148be51c93b79896e.txt,False,,Unknown,1.0,0.0,,Juabite,,,
Olsacherite,R140741,532.0,Processed,Olsacherite__R140741__Raman__532______Raman_Data_Processed__b1b00b09a3380109b7355c341de3.txt,False,,Unknown,,,,,,,
Montebrasite,R040060-4,514.0,Processed,Montebrasite__R040060-4__Raman__514__0-000__depolarized__Raman_Data_Processed__e7d875ff299887ff569c80df90b7.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,Ka,Li,Mg,Na,O,Ox,P,Pk,S,Wt",Unknown,,,,,,,
Sinkankasite,R050466,780.0,Processed,Sinkankasite__R050466__Raman__780______Raman_Data_Processed__fc5f216b7ea4916d31a738c573ff.txt,False,"Al,As,Ca,Cl,Cr,Cu,El,F,Fe,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si",Unknown,,,,,,,
Osmium,R060823,785.0,RAW,Osmium__R060823__Broad_Scan__785__0__unoriented__Raman_Data_Raw__a8020f420bf8881ded39b676fef9.txt,False,,Unknown,,,,,,,
Footemineite,R090005,532.0,Processed,Footemineite__R090005__Raman__532______Raman_Data_Processed__7b2395009ec214e951f27b947350.txt,False,,Unknown,,,,,,,
Plattnerite,R070605,780.0,Processed,Plattnerite__R070605__Broad_Scan__780__0__unoriented__Raman_Data_Processed__9e92bf7612e1a5486ad02be25fc9.txt,False,"El,Ka,La,Ma,O,Ox,Pb,Pk,S,Sb,Wt",Unknown,,,,,,,
Enstatite,R070641,532.0,Processed,Enstatite__R070641__Raman__532______Raman_Data_Processed__64e86640329434a0196170151efb.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,1.0,0.0,,Enstatite,,,
Griphite,R050618,785.0,Processed,Griphite__R050618__Raman__785______Raman_Data_Processed__ed7f6aee6ae2ac2553dfd6f54964.txt,False,,Unknown,1.0,0.0,,Griphite,,,
Turkestanite,R060525,532.0,Processed,Turkestanite__R060525__Raman__532______Raman_Data_Processed__6a8234e6523b6ca91438adddb542.txt,False,"A,Al,Ca,Ce,F,Fe,K,La,Mn,Na,Nd,On,Pb,Pr,Si,Sm,Sr,Th,Ti,U,Wt,Y,Zr",Unknown,,,,,,,
Muscovite,R050188-5,514.0,Processed,Muscovite__R050188-5__Raman__514__0-000__depolarized__Raman_Data_Processed__907fa8e5b6a5a3af0eb724896cbc.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Muscovite,,,
Gladiusite,R070432,785.0,Processed,Gladiusite__R070432__Raman__785______Raman_Data_Processed__1000e18b9e50bec0091ff137a54f.txt,False,,Unknown,1.0,0.0,,Gladiusite,,,
Pectolite,R050396-3,514.0,Processed,Pectolite__R050396-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b201e21cf8acf3c9b3e9884f5185.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Li,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Pseudomarkeyite,R250127,,RAW,Pseudomarkeyite__R250127__Broad_Scan____0__unoriented__Raman_Data_Raw__06b4b573a3b682536d6e79494570.txt,True,,Unknown,,,,,,,
Brianyoungite,R060431,780.0,Processed,Brianyoungite__R060431__Raman__780______Raman_Data_Processed__ccdda3f7b373eb02d2f7d8e6dd84.txt,False,,Unknown,,,,,,,
Arsentsumebite,R070629,532.0,Processed,Arsentsumebite__R070629__Raman__532______Raman_Data_Processed__e40f7a5a2ce6ea21897c132c8b79.txt,False,"Al,As,Ca,Cl,Cu,El,F,Fe,H,Ka,La,Ma,Mg,Mn,O,Ox,P,Pb,Pk,S,Wt,Zn",Unknown,,,,,,,
Fluocerite-(Ce),R110058,532.0,Processed,Fluocerite-(Ce)__R110058__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2b699dcf949485ac866e0c01ce2e.txt,False,,Unknown,,,,,,,
Colinowensite,R150109,780.0,RAW,Colinowensite__R150109__Raman__780______Raman_Data_RAW__dd938bb4b321b1a185ee7967926e.txt,False,,Unknown,,,,,,,
Beryl,R050121,532.0,Processed,Beryl__R050121__Broad_Scan__532__0__unoriented__Raman_Data_Processed__dc91098ac096be184c0482ff38b9.txt,False,"Al,Be,Ca,Cr,El,Fe,K,Ka,Li,Mg,Na,O,Ox,Pk,Sc,Si,V,Wt",Unknown,,,,,,,
Aragonite,R060195,780.0,Processed,Aragonite__R060195__Raman__780______Raman_Data_Processed__5a4dcdf0eeb24a7859f3a3866802.txt,False,"Ba,Ca,On,Sr,Wt",Unknown,,,,,,,
Tsepinite-Ca,R060833,532.0,Processed,Tsepinite-Ca__R060833__Raman__532______Raman_Data_Processed__a77299a91a8a66ccab93d2201ca8.txt,False,,Unknown,,,,,,,
Gypsum,R040029,780.0,Processed,Gypsum__R040029__Raman__780______Raman_Data_Processed__cb4d02c8315933f919f71ae2a575.txt,False,,Unknown,1.0,0.0,,Gypsum,,,
Spessartine,R060447,532.0,Processed,Spessartine__R060447__Raman__532______Raman_Data_Processed__4d19c0719622bfd8715d10229e90.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Abelsonite,R070007,785.0,Processed,Abelsonite__R070007__Raman__785______Raman_Data_Processed__d4020a7d446f599398b3e0a3bd53.txt,False,"C,Cr,D,Fe,I,Ka,L,Ni,O,V",Unknown,1.0,0.0,,Abelsonite,,,
Osmium,R080088,780.0,Processed,Osmium__R080088__Broad_Scan__780__0__unoriented__Raman_Data_Processed__84d48b2b84a78e5216fccda46fe9.txt,False,,Unknown,,,,,,,
Bavenite,R060128,780.0,Processed,Bavenite__R060128__Broad_Scan__780__0__unoriented__Raman_Data_Processed__78f6ffb496cf00217e6b366802b5.txt,False,"Al,Be,Ca,El,Ka,O,Ox,P,Pk,Si",Unknown,,,,,,,
Naujakasite,R060975,785.0,Processed,Naujakasite__R060975__Raman__785______Raman_Data_Processed__c7c40a1fb171219de4c309ec36c4.txt,False,,Unknown,,,,,,,
Leadhillite,R050642,785.0,Processed,Leadhillite__R050642__Broad_Scan__785__0__unoriented__Raman_Data_Processed__469d196f8e775ec2d47657d49631.txt,False,,Unknown,1.0,0.0,,Leadhillite,,,
Chalcomenite,R060586,780.0,Processed,Chalcomenite__R060586__Raman__780______Raman_Data_Processed__dd9b069108bcf5bf46ce4b112863.txt,False,"Ag,Cu,El,Fe,Ka,La,O,Ox,Pb,Pk,S,Se,Wt,Zn",Unknown,,,,,,,
Olshanskyite,R170043,532.0,Processed,Olshanskyite__R170043__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e66a4777d4cb1fc344b68c6683bd.txt,False,,Unknown,,,,,,,
Realgar,R060106,780.0,Processed,Realgar__R060106__Broad_Scan__780__0__unoriented__Raman_Data_Processed__cf0a7421eac4485656ad606feff3.txt,False,"Ag,As,El,Hg,Ka,La,Ma,Ox,Pk,S",Unknown,,,,,,,
Magnesite,R050443,514.0,Processed,Magnesite__R050443__Raman__514______Raman_Data_Processed__5ae3daf1a885080f33e083f1b078.txt,False,"C,Ca,Cd,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Wt",Unknown,1.0,0.0,,Magnesite,,,
Witherite,R050267,532.0,Processed,Witherite__R050267__Broad_Scan__532__0__unoriented__Raman_Data_Processed__64094ba95f69f0a9af6f91a10e18.txt,False,"Ba,C,Ca,El,Ka,La,Mg,Mn,O,Ox,Pb,Pk,S,Sr,Wt,Zn",Unknown,,,,,,,
Andalusite,R060197-4,514.0,Processed,Andalusite__R060197-4__Raman__514__0-000__depolarized__Raman_Data_Processed__b506489313be280ba4d7f7367010.txt,False,"Al,Ca,El,Fe,Ka,Mg,Mn,O,Ox,Pk,Si,Wt",Unknown,1.0,0.0,,Andalusite,,,
Nontronite,R070286,785.0,Processed,Nontronite__R070286__Raman__785______Raman_Data_Processed__4df6e802671af6205e1b833e7074.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,H,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Kellyite,R060903,532.0,Processed,Kellyite__R060903__Raman__532______Raman_Data_Processed__82b4d35053e2f7930935c7b66523.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Kanemite,R070544,785.0,Processed,Kanemite__R070544__Broad_Scan__785__0__unoriented__Raman_Data_Processed__823876a7727696fae3ee4798b66a.txt,False,,Unknown,,,,,,,
Aleksite,R070011,785.0,Processed,Aleksite__R070011__Raman__785______Raman_Data_Processed__4fa2e8702aca0772d2d82d6c7154.txt,False,"At,Bi,El,Ka,La,Ma,Ox,Pb,Pk,S,Te,Wt",Unknown,,,,,,,
Clinohumite,R050183,532.0,Processed,Clinohumite__R050183__Raman__532______Raman_Data_Processed__b56bf807f3c973079e4804f6eedd.txt,False,"Al,Ca,Cl,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Miserite,R060393,780.0,RAW,Miserite__R060393__Broad_Scan__780__0__unoriented__Raman_Data_Raw__a4a241b6582cbc769107a5dac8a9.txt,False,,Unknown,1.0,0.0,,Miserite,,,
Goethite,R050142,780.0,Processed,Goethite__R050142__Raman__780______Raman_Data_Processed__0060da5ae80240fbe177af594b62.txt,False,,Unknown,1.0,0.0,,Goethite,,,
Gaspeite,R040157,785.0,Processed,Gaspeite__R040157__Raman__785______Raman_Data_Processed__4710b7c733e5089384f3b1343a92.txt,False,,Unknown,,,,,,,
Shandite,R070090,785.0,Processed,Shandite__R070090__Broad_Scan__785__0__unoriented__Raman_Data_Processed__5389a3cd679e33a044cfc288997b.txt,False,,Unknown,,,,,,,
Hedenbergite,R060040-6,514.0,Processed,Hedenbergite__R060040-6__Raman__514__0-000__depolarized__Raman_Data_Processed__5ab4bd2c47bc5dfd99b34606ca8e.txt,False,"Al,Ca,Cr,El,Fe,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Moraesite,R060876,514.0,Processed,Moraesite__R060876__Raman__514______Raman_Data_Processed__c4c339e7a6f35ccef377456f483b.txt,False,"Al,As,Be,Ca,Cl,Cr,Cu,El,F,Fe,H,K,Ka,La,Mg,Mn,Na,O,Ox,P,Pk,S,Si,Wt",Unknown,,,,,,,
Annite,R060204-5,514.0,Processed,Annite__R060204-5__Raman__514__0-000__depolarized__Raman_Data_Processed__1a3b74f428f0cfdb3caa38cf12d9.txt,False,"Al,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,1.0,0.0,,Annite,,,
Chloritoid,R060292-4,514.0,Processed,Chloritoid__R060292-4__Raman__514__0-000__depolarized__Raman_Data_Processed__dd7684e46fd39d97510ab812594a.txt,False,"Al,Ca,Cr,El,F,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Ti,Wt",Unknown,,,,,,,
Fluorapatite,R050340,780.0,RAW,Fluorapatite__R050340__Broad_Scan__780__0__unoriented__Raman_Data_Raw__d0389b2bdd5ba61b48026297b17e.txt,False,"C,Ca,El,F,Ka,O,Ox,P,Pk",Unknown,,,,,,,
Kapustinite,R060896,785.0,Processed,Kapustinite__R060896__Raman__785______Raman_Data_Processed__6841044d76108186125016b92a3f.txt,False,,Unknown,,,,,,,
Stolzite,R130615,532.0,Processed,Stolzite__R130615__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e6c6ff03d630fbfdf789d09bc373.txt,False,"El,Fe,Ka,La,Ma,Mn,O,Ox,Pb,Pk,W,Wt",Unknown,,,,,,,
Sugilite,R130754,532.0,Processed,Sugilite__R130754__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4acb058ef05a015100270c38057a.txt,False,,Unknown,,,,,,,
Vergasovaite,R061141,532.0,Processed,Vergasovaite__R061141__Raman__532______Raman_Data_Processed__b4f0417e7b675607c76207d85d71.txt,False,"Al,As,Cu,El,F,Fe,Ka,La,Ma,Mg,Mn,Mo,O,Ox,P,Pb,Pk,S,Ti,W,Wt,Zn",Unknown,,,,,,,
Enargite,R050442,514.0,Processed,Enargite__R050442__Raman__514______Raman_Data_Processed__abca3124a29bbc5e53fa67a05967.txt,False,"As,Cu,Ox,S,Sb,Wt",Unknown,1.0,0.0,,Enargite,,,
Groutite,R070583,532.0,Processed,Groutite__R070583__Broad_Scan__532__0__unoriented__Raman_Data_Processed__50db9b753b5318c62fd81958ce44.txt,False,,Unknown,1.0,0.0,,Groutite,,,
Carlosbarbosaite,R110162,532.0,Processed,Carlosbarbosaite__R110162__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e099dd8ecc3dca8f236767cd0362.txt,False,,Unknown,,,,,,,
Paakkonenite,R060709,785.0,Processed,Paakkonenite__R060709__Broad_Scan__785__0__unoriented__Raman_Data_Processed__abeaf9f09411d23b0d179b3db4f3.txt,False,,Unknown,,,,,,,
Gonnardite,R100080,780.0,Processed,Gonnardite__R100080__Raman__780______Raman_Data_Processed__fa4ae70ef86108c7d6a3944e6bc0.txt,False,,Unknown,1.0,0.0,,Gonnardite,,,
Beudantite,R070190,785.0,Processed,Beudantite__R070190__Raman__785______Raman_Data_Processed__9d6f0b54b9592b3083f75b059981.txt,False,"D,S",Unknown,,,,,,,
Pyrite,R070692,532.0,Processed,Pyrite__R070692__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1853ac8c63ec67f12d09b7beb865.txt,False,"Ag,As,At,Cr,Cu,F,Fe,Na,No,On,S,Sb,Wt",Unknown,,,,,,,
Clinoatacamite,R141083,532.0,Processed,Clinoatacamite__R141083__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2904a8bd7d0c18dfa9d084d90ed9.txt,False,"Br,Cl,F,O,St,Wt",Unknown,,,,,,,
Enstatite,R060744,785.0,Processed,Enstatite__R060744__Broad_Scan__785__0__unoriented__Raman_Data_Processed__aa0540e70aa129da79a184298f01.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,Pk,Si,Ti",Unknown,1.0,0.0,,Enstatite,,,
Hausmannite,R040091,785.0,Processed,Hausmannite__R040091__Raman__785______Raman_Data_Processed__7f85fc6120222bf093ffb5f8d118.txt,False,"Al,Fe,Mg,Mn,O,Ox,Si,Ti,Wt,X",Unknown,,,,,,,
Asisite,R070635,532.0,Processed,Asisite__R070635__Raman__532______Raman_Data_Processed__f7bc2272e6b8c9b5f24a4682489c.txt,False,"As,Cl,El,Ka,La,Ma,O,Ox,Pb,Pk,Si,V,Wt",Unknown,,,,,,,
Tilleyite,R050227-6,514.0,Processed,Tilleyite__R050227-6__Raman__514__0-000__depolarized__Raman_Data_Processed__d30ee99995b536a5ea8876d836fe.txt,False,,Unknown,,,,,,,
Natrolite,R040102-5,514.0,Processed,Natrolite__R040102-5__Raman__514__0-000__depolarized__Raman_Data_Processed__3e17b6eecede8c8a4aeceeb81986.txt,False,"Al,Ca,Cr,El,Fe,K,Ka,Mg,Mn,Na,O,Ox,Pk,Si,Wt",Unknown,,,,,,,
