id,metal_center,charge,molecular_mass,n_atoms,n_electrons,tzvp_lumo_energy,tzvp_homo_energy,tzvp_homo_lumo_gap,homo_lumo_gap_delta,tzvp_electronic_energy,electronic_energy_delta,tzvp_dispersion_energy,dispersion_energy_delta,enthalpy_energy,enthalpy_energy_correction,gibbs_energy,gibbs_energy_correction,zpe_correction,heat_capacity,entropy,tzvp_dipole_moment,dipole_moment_delta,polarisability,lowest_vibrational_frequency,highest_vibrational_frequency,smiles
VEVTUM,Rh,0,554.20637,66,282,-0.06638,-0.20875,0.14237,0.07171,-1969.89681622,-1.5692441599999256,-0.1162507501,0.0089646354,-1967.792373,0.5351990599999681,-1967.88863,0.4389420600000449,0.500285,141.178,202.59,13.8408,0.2530000000000001,406.53,21.8148,3238.6725,
VEVVAU,Ru,0,552.19745,65,280,-0.0515,-0.20118,0.14968,0.07194,-1953.63262093,-1.5584859900000083,-0.1144275515,0.0090779797,-1951.548363,0.5257719399999132,-1951.640857,0.4332779399999253,0.492783,136.53,194.672,13.6393,0.5633999999999997,400.71,16.7927,3239.3468,
VEWJOY,Fe,0,782.11333,80,400,-0.09038,-0.2356,0.14522,0.06598,-4138.34613287,-2.976853179999125,-0.1217215025,0.0122370984,-4134.752182,0.6170976900002643,-4134.874061,0.4952186900000015,0.572665,174.975,256.516,2.8837,0.4302000000000001,589.74,15.282,3156.9756,
VEXJOZ,Au,0,702.2261,71,348,-0.05393,-0.24307,0.18914,0.0782199999999999,-2082.01733256,-1.8175115999997613,-0.1038326029,0.009829186,-2079.595367,0.6044539600002281,-2079.714467,0.4853539600003387,0.563072,148.87,250.667,10.1681,0.648200000000001,420.53,13.8218,3232.463,
VEXKAM,Ag,0,612.16459,71,316,-0.05502,-0.23722,0.1821999999999999,0.0788399999999999,-2093.25135759,-1.8715036300000063,-0.1028482342,0.0099200967,-2090.775655,0.6041989600003035,-2090.895388,0.4844659600003069,0.562612,149.13,252.0,11.0026,0.6326,417.79,15.539,3230.4048,
VEYMER,Ni,0,348.17392,43,178,-0.11073,-0.20824,0.09751,0.05177,-2309.51936693,-1.0922123800000918,-0.0666948974,0.0067669403,-2308.093687,0.333467550000023,-2308.157794,0.2693605499998739,0.313933,86.262,134.925,14.5315,1.9812999999999992,318.41,40.314,3178.7023,
VEYMIV,Ni,0,348.17392,43,178,-0.10819,-0.22101,0.11282,0.0618,-2309.55392692,-1.092621269999654,-0.06630303,0.0067495973,-2308.126813,0.3344926500003566,-2308.191922,0.2693836500002362,0.314996,85.569,137.033,14.1856,1.9086000000000016,308.82,13.6219,3174.8911,
VEZDAH,Ir,0,795.26264,73,384,-0.07975,-0.22476,0.1450099999999999,0.0649699999999999,-2036.1252199,-2.153912380000065,-0.1395578135,0.0111038628,-2033.422197,0.5491105199998856,-2033.524913,0.4463945200000125,0.511649,158.513,216.184,8.3705,0.1426999999999996,509.15,26.2438,3196.9198,
VEZDEL,Ir,0,723.30033,73,352,-0.07177,-0.20865,0.13688,0.06309,-1639.34920889,-1.6904482699999337,-0.1382622871,0.0110918876,-1637.081582,0.5771786200000406,-1637.176075,0.4826856199999838,0.543298,146.77,198.878,8.892,0.1160999999999994,510.14,34.6757,3163.7186,
VIFKUQ,Ag,0,837.82915,61,412,-0.0643,-0.27225,0.20795,0.07143,-6141.54898626,-3.2426416299995253,-0.1407420877,0.0074373709,-6137.870301,0.436043630000313,-6138.003271,0.3030736300006538,0.388871,162.584,279.858,13.9889,1.0932999999999993,436.68,11.4178,3152.3947,
VIHXUG,Ni,0,720.11368,75,372,-0.09367,-0.1962,0.10253,0.06584,-4237.75184998,-2.5954362299999048,-0.1205463391,0.0115056177999999,-4234.5691,0.5873137500002485,-4234.693,0.463413749999745,0.544528,162.687,260.771,8.8443,1.2449000000000003,726.54,9.1126,3173.9746,
VIJFIH,Ta,0,544.27621,61,266,-0.0609,-0.24434,0.18344,0.0714899999999999,-1223.9964826,-1.1781138100000137,-0.0988923643,0.0075255477,-1222.319243,0.4991257900001073,-1222.407536,0.4108327900000859,0.467968,129.101,185.829,7.5594,0.0929000000000002,339.85,20.7161,3200.1332,
VIJFON,Ta,0,642.33139,77,320,-0.07315,-0.21733,0.1441799999999999,0.0622799999999999,-1709.84176075,-1.5494676400001026,-0.1292623166,0.0091518317999999,-1707.649129,0.6431641100000434,-1707.755473,0.5368201100000078,0.603174,163.082,223.819,7.1121,0.0476999999999998,418.73,22.4182,3224.34,
VIJFUT,Ta,0,663.31332,75,328,-0.07448,-0.23207,0.15759,0.06678,-1623.49946274,-1.6135270999998284,-0.1294974474,0.0097760339,-1621.272353,0.6135826400000042,-1621.373313,0.5126226400000178,0.57622,156.131,212.489,9.8809,0.4146000000000001,433.57,24.5334,3213.7507,
VIJGAA,Ta,0,554.2244,56,268,-0.06125,-0.24855,0.1873,0.0643799999999999,-1367.10193613,-1.2303927400000705,-0.0962345071,0.0075098935999999,-1365.4282,0.4433433899998817,-1365.509823,0.3617203899998458,0.415842,117.472,171.791,7.1636,0.4094999999999995,344.37,21.8513,3199.5888,
VIJGII,Ta,0,675.34971,80,336,-0.054,-0.21034,0.15634,0.0616,-1626.8816791,-1.628176369999892,-0.1347480507,0.0100460692999999,-1624.587565,0.665937729999996,-1624.696011,0.5574917300000379,0.625662,164.918,228.245,7.0142,0.0499,452.08,21.5835,3213.9913,
VIJHIJ,Ta,0,659.37278,80,328,-0.05188,-0.2033,0.15142,0.06132,-1375.52585302,-1.5361646600001675,-0.1341278611,0.0107077302999999,-1373.315534,0.6741543599998749,-1373.417346,0.5723423599999933,0.636371,158.49,214.282,7.2114,0.0611000000000006,438.83,23.2062,3219.2004,
VIJHOP,Ta,0,693.35713,81,344,-0.05919,-0.23867,0.17948,0.06971,-1488.52237245,-1.6502633399998103,-0.1370544648,0.0109031585999999,-1486.202011,0.6700981100000263,-1486.312779,0.559330110000019,0.630223,163.994,233.13,10.5704,-0.0280000000000004,482.95,6.1451,3204.9645,
VIJHUV,Ta,0,693.35713,81,344,-0.05651,-0.19879,0.14228,0.0571299999999999,-1488.55932878,-1.6461532000000716,-0.1356488128,0.0109228685,-1486.241728,0.6714475799999491,-1486.351264,0.5619115800000145,0.632268,162.074,230.537,7.3428,0.0255,496.22,8.6918,3211.2316,
VIJJAD,Ta,0,616.31574,73,306,-0.0594,-0.22659,0.16719,0.0686199999999999,-1632.48058624,-1.46384275000014,-0.1203231501,0.0084138195,-1630.410314,0.6064294899999823,-1630.515855,0.500888489999852,0.567284,157.712,222.128,7.139,0.1107000000000004,400.16,10.1396,3199.8822,
VIKDIF,Rh,0,501.26485,64,254,-0.10544,-0.24402,0.1385799999999999,0.0660799999999999,-1205.30180994,-1.2745861600001265,-0.1001962789,0.0089772878999999,-1203.506638,0.5205857799999194,-1203.596876,0.43034777999992,0.488874,130.487,189.923,18.6075,0.8985000000000021,399.72,24.0615,3512.2332,
VIQVUQ,Au,1,785.198,75,386,-0.22023,-0.30413,0.0839,0.04016,-1970.4695247,-1.966245009999966,-0.1287327639,0.0112889772,-1967.893951,0.6093286899999839,-1968.000207,0.5030726899999536,0.571812,149.828,223.636,0.5172,0.1215,639.94,18.8442,3204.2418,
VIQWAX,Au,1,785.198,75,386,-0.22024,-0.30414,0.0839,0.04016,-1970.46952123,-1.9662415499999493,-0.1287389635,0.0112892770999999,-1967.893951,0.6093286800000897,-1968.000201,0.5030786800000442,0.571812,149.826,223.622,0.517,0.1217,639.93,18.8584,3204.227,
VIWZAD,Co,0,402.16602,50,206,-0.11513,-0.22833,0.1132,0.0795,-2899.18449711,-1.3478943499999332,-0.0804699818,0.0068856220999999,-2897.440335,0.396267760000228,-2897.520049,0.316553759999806,0.369849,107.301,167.771,12.2724,0.6693999999999996,317.63,11.897,3094.2533,
VOGHUX,Pd,-1,453.03725,38,218,0.05592,-0.12963,0.18555,0.0789399999999999,-3472.54683101,-1.2963146900001448,-0.0634020255,0.0050248541999999,-3470.980912,0.2696043199998712,-3471.060042,0.1904743199997938,0.244941,92.96,166.543,10.9911,0.7173999999999996,264.41,21.33,3089.0144,
VOHXEV,Cr,0,488.26697,73,260,-0.12331,-0.24932,0.12601,0.09543,-3036.29532563,-1.6908720500000527,-0.1121237409,0.0071998875,-3033.995139,0.6093145800000457,-3034.111304,0.4931495800001357,0.564612,170.325,244.49,2.4672,0.2284999999999999,405.98,21.7198,3127.25,
VOMHOU,Au,-1,521.36885,57,248,-0.02021,-0.1229,0.10269,0.04334,-905.692276194,-0.9186775179999812,-0.0985673157,0.0082802973999999,-904.328084,0.4455146760000161,-904.405237,0.3683616759999495,0.419002,118.285,162.382,0.0001,0.0,386.06,24.3905,3089.6373,
VOSQAX,Co,0,310.17345,41,158,-0.08309,-0.2745,0.19141,0.09453,-2037.04279225,-0.9202591700000085,-0.0679776476,0.006360734,-2035.79718,0.3253530800000135,-2035.854524,0.2680090799999561,0.308166,79.112,120.689,7.9571,0.2060999999999992,230.42,48.5646,3205.59,
VOSQEB,Co,0,308.1578,39,156,-0.08875,-0.24957,0.16082,0.0743,-2035.82507726,-0.909354740000026,-0.0661073645,0.0060309169,-2034.613569,0.3021535199998197,-2034.670304,0.2454185199999301,0.285263,77.692,119.409,7.8846,0.1787999999999998,233.13,52.7228,3205.3724,
VOTKOH,Co,0,472.3917,70,242,-0.09611,-0.27099,0.17488,0.09202,-2409.37504316,-1.391856120000284,-0.1255834269,0.0107009574,-2407.424396,0.55879103999996,-2407.507789,0.4753980400000728,0.527986,141.407,175.515,9.8516,-0.0571000000000001,384.32,40.0975,3210.4724,
VUGWIE,Pd,0,530.08923,53,264,-0.06593,-0.24096,0.17503,0.07876,-2255.74192383,-1.555384729999787,-0.0972671751,0.0078794809999999,-2253.778871,0.4076681000001372,-2253.86403,0.3225090999999338,0.38006,113.685,179.231,2.9037,0.5072000000000001,374.29,14.7035,3142.8256,
VULFEN,W,0,538.26715,59,262,-0.08984,-0.21404,0.1242,0.06071,-1069.01542034,-1.1498648399999638,-0.0936284215,0.0074482646999999,-1067.381154,0.4844015000001036,-1067.471357,0.3941985000001295,0.452612,125.111,189.848,6.9339,0.2565000000000008,331.56,26.4792,3094.7116,
VUXMOR,Au,-1,579.21191,54,278,0.01756,-0.10812,0.12568,0.06352,-1438.57364014,-1.2332294999998794,-0.0812233844,0.007462276,-1436.917442,0.4229686400001355,-1437.008506,0.3319046400001753,0.394778,112.161,191.66,29.2124,0.8558999999999983,410.94,13.5957,3133.4097,
VUXMUX,Au,-1,579.21191,54,278,0.01923,-0.09258,0.1118099999999999,0.0612799999999999,-1438.54281442,-1.232253220000075,-0.0823275185,0.0074359710999999,-1436.888601,0.4219601999998303,-1436.980374,0.3301871999999548,0.393543,113.093,193.152,27.1778,0.7900000000000027,407.2,8.6627,3133.4778,
WAGBIQ,Ir,0,538.2818,58,260,-0.07395,-0.24206,0.1681099999999999,0.0649199999999999,-1031.42980738,-1.054198739999947,-0.1024424387,0.0088925170999999,-1029.893074,0.4825346400000398,-1029.96509,0.4105186400001912,0.458539,107.45,151.57,9.4628,0.1731999999999995,325.64,39.4351,3136.5822,
WAHHIA,Mo,0,393.01023,39,198,-0.05647,-0.23685,0.18038,0.06257,-1280.98259814,-1.1615306300000157,-0.0556639814,0.0043100566,-1279.513767,0.3073005100000046,-1279.603902,0.2171655099998588,0.277821,100.92,189.706,6.3874,-0.0815999999999999,243.97,18.3635,3105.5901,
WAHHOG,W,0,479.05573,39,230,-0.06028,-0.23346,0.17318,0.05957,-1279.87210847,-1.1528094899999817,-0.0547326563,0.0040262972,-1278.4123,0.3069989800001167,-1278.503199,0.2160999800000809,0.277339,101.315,191.313,6.4056,-0.1030000000000006,248.8,19.7583,3103.7472,
WAJHIZ,Co,0,540.10187,59,266,-0.12047,-0.22646,0.10599,0.0744099999999999,-7023.42822339,-1.8961325999998733,-0.0957450612,0.0079213178,-7021.049922,0.4821687900002871,-7021.136916,0.3951747900000555,0.452422,122.775,183.093,11.0344,0.8572000000000006,363.7,16.8695,3192.06,
WAJNAY,Cu,0,673.08197,67,344,-0.09497,-0.22714,0.13217,0.07176,-3991.03028537,-2.55422273000022,-0.1127115571,0.0094348922,-3987.96393,0.5121326399998907,-3988.083837,0.3922256399996513,0.470918,150.573,252.366,6.3497,0.5094000000000003,441.78,16.5058,3231.7981,
WAKGAU,Ru,0,562.33065,79,290,-0.05592,-0.21997,0.16405,0.06378,-1709.27422161,-1.5195059800000763,-0.1357262221,0.0101880173,-1707.095202,0.6595136299999922,-1707.20125,0.5534656299998915,0.61904,166.619,223.196,7.532,0.5716999999999999,433.43,18.3371,3159.2551,
WALLIF,Co,0,299.1687,39,152,-0.09293,-0.28117,0.1882399999999999,0.0959999999999999,-2015.00632274,-0.8950626499999998,-0.0630527542,0.0060714940999999,-2013.802887,0.3083730900000319,-2013.858937,0.2523230900001181,0.291961,74.868,117.968,6.3319,0.3086000000000002,216.68,52.3041,3211.1885,
WARGEB,Rh,0,406.17972,51,206,-0.03548,-0.21152,0.17604,0.06504,-1206.03537096,-1.0028654399998231,-0.0846948522,0.0074609291999999,-1204.608066,0.4244395200000781,-1204.6788,0.3537055200001759,0.401211,99.287,148.872,8.5181,0.1550000000000011,290.28,47.9916,3152.3009,
WARGIF,Pd,1,409.17812,51,206,-0.22056,-0.36509,0.14453,0.06267,-1223.12600022,-1.0145364999998492,-0.0835940563,0.0074045382999999,-1221.685592,0.4258717200000319,-1221.757842,0.3536217200000919,0.402018,100.462,152.063,8.0566,0.2789999999999999,287.23,35.0195,3148.5496,
WARPOU,Fe,0,244.04868,25,122,-0.07744,-0.24304,0.1656,0.06718,-1871.55124751,-0.8053886200000306,-0.0342554259,0.0032472802,-1870.574311,0.1715478899998288,-1870.634734,0.1111248899999282,0.154551,62.094,127.169,2.6223,0.2966999999999999,168.24,40.2115,2640.8538,
WARQEO,Fe,0,652.20753,79,340,-0.06871,-0.22039,0.15168,0.06598,-3255.35446682,-2.32026156000029,-0.1064637283,0.0118515693999999,-3252.380735,0.6534702599997217,-3252.491976,0.5422292600001128,0.614595,156.147,234.126,0.0749,0.0377,491.01,1.6253,3127.2072,
WAVBIE,Pd,0,707.9423,61,346,-0.09465,-0.21028,0.11563,0.06063,-7052.30119195,-2.371684510000705,-0.1280539344,0.0073240551999999,-7049.453244,0.4762634399994567,-7049.556845,0.3726624399996581,0.438912,143.493,218.046,6.7257,-0.2305999999999999,445.89,27.3487,3148.4524,
WEDYIO,Fe,1,457.14616,65,244,-0.12057,-0.33309,0.21252,0.1029599999999999,-3362.18819403,-1.6700186699999904,-0.102017996,0.0080078417999999,-3359.937564,0.5806113600001481,-3360.03202,0.4861553599998842,0.546365,131.123,198.798,4.0336,0.2677999999999998,325.66,31.8528,3192.95,
WEKCOI,Ru,-1,385.26682,49,190,0.03024,-0.10148,0.13172,0.05704,-747.604643151,-0.7830596490000516,-0.0871242927,0.0071360229,-746.453393,0.3681905019999476,-746.517478,0.3041055019999703,0.34726,99.727,134.878,7.9963,-0.0021000000000004,322.4,52.3412,3193.345,
WEKCUO,Ru,0,482.36855,69,244,-0.08819,-0.23061,0.14242,0.05957,-1021.88867308,-1.114142039999933,-0.1223372796,0.009908024,-1020.214176,0.560355040000104,-1020.298739,0.4757920400001012,0.528929,139.36,177.978,11.608,0.3838000000000008,396.81,32.5617,3139.0616,
WEKDEZ,Ru,0,398.27465,51,196,-0.10105,-0.24358,0.14253,0.0598999999999999,-786.174945656,-0.8242255960000193,-0.0917425523,0.0075095241999999,-784.961717,0.3890030599999363,-785.027652,0.3230680599999687,0.367264,103.032,138.772,9.4355,0.5968999999999998,321.97,28.5002,3167.2618,
WEPGIJ,Re,0,851.83932,56,416,-0.07731,-0.20606,0.1287499999999999,0.0716299999999999,-4977.84487975,-2.890743029999612,-0.1097909109,0.0065821156,-4974.557189,0.3969477199998437,-4974.684261,0.269875719999618,0.351565,155.19,267.445,4.5144,0.1715999999999997,475.94,18.1526,3103.9659,
WETKOX,Pt,0,853.18055,79,420,-0.10393,-0.2051,0.10117,0.03977,-2181.7235522,-2.194560610000281,-0.1330272781,0.0130701936,-2178.900299,0.6286925899999005,-2179.007346,0.5216455899999346,0.590387,157.932,225.299,0.7202,-0.05,796.6,16.8987,3214.4234,
WEZNEU,Tc,0,495.10584,55,254,-0.0936,-0.23617,0.1425699999999999,0.0780799999999999,-1464.49556631,-1.4882140400000026,-0.0786704568,0.00813967,-1462.548928,0.4584242700000231,-1462.638659,0.3686932699999943,0.428061,113.901,188.854,9.6645,0.5092999999999996,298.27,22.17,3183.0236,
WIFVOY,Zr,0,520.18585,64,266,-0.06254,-0.25321,0.19067,0.07347,-1994.87701481,-1.6132685800000672,-0.1010943296,0.0080851886999999,-1992.732607,0.531139230000008,-1992.829539,0.4342072299998563,0.498269,127.491,204.01,12.6293,0.0683000000000007,335.94,19.8681,3091.4952,
WIHREK,Rh,0,588.11773,62,296,-0.08006,-0.21845,0.13839,0.06399,-2325.58917439,-1.7175329599999714,-0.1086043712,0.0091287053,-2323.387938,0.4837034300003324,-2323.484605,0.3870364300000801,0.451485,131.982,203.453,18.8061,-0.2393,482.53,12.3462,3144.4707,
WIJZEV,Zn,0,669.13679,71,344,-0.10047,-0.18652,0.0860499999999999,0.0320599999999999,-3732.51474665,-2.3840326899999127,-0.1088725886,0.0111886895999999,-3729.573649,0.5570649599999342,-3729.683194,0.4475199599996813,0.519302,147.343,230.556,6.3933,-0.1734,690.81,12.2317,3140.4573,
WINGIN,La,0,358.11525,42,178,-0.04022,-0.23476,0.19454,0.0552599999999999,-666.450799672,-0.7415555310000173,-0.0482512901,0.0036980378,-665.346305,0.3629391409999698,-665.422889,0.2863551409999445,0.339825,81.421,161.185,6.1842,-0.0647999999999999,231.53,12.0566,3109.8966,
WIPSAP,Pd,0,775.96777,71,390,-0.10807,-0.2327,0.1246299999999999,0.07211,-4869.96123166,-2.800506799999312,-0.1136801719,0.0096734705,-4866.600742,0.5599828600006731,-4866.733117,0.4276078600005348,0.511599,167.101,278.607,5.1182,0.4638,415.02,18.7258,3379.5813,
WOFZUM,Rh,0,614.17988,70,312,-0.10168,-0.22052,0.1188399999999999,0.0657599999999999,-2237.3310969,-1.869460320000144,-0.1215773619,0.0092697349999999,-2234.905181,0.5564555799996924,-2235.013231,0.4484055799998714,0.516791,155.42,227.41,7.9902,0.0482999999999993,430.31,17.5272,3160.8863,
WOGBAV,Rh,0,698.20101,80,356,-0.10101,-0.224,0.12299,0.06652,-2542.39943453,-2.207980909999605,-0.1439659117,0.0106279068999999,-2539.553023,0.6384306200002356,-2539.674565,0.5168886200003726,0.592156,179.358,255.805,7.6214,0.0409000000000006,482.1,18.718,3159.1095,
WOMTEY,Co,0,370.29123,51,186,-0.09884,-0.27194,0.1731,0.09171,-2148.49852724,-1.074865420000151,-0.0890080264,0.0078227167,-2147.032711,0.3909508199999436,-2147.098347,0.3253148199996758,0.369428,103.041,138.145,1.4918,0.1552,296.69,54.1208,3135.0868,
WOPLIW,Mo,0,648.2102,75,328,-0.06539,-0.23189,0.1665,0.06313,-1968.59982628,-1.913619619999963,-0.1392973138,0.0105454414,-1966.089495,0.5967116599999827,-1966.200431,0.4857756599999447,0.556856,159.58,233.484,9.008,0.0577999999999985,479.98,18.1941,3144.8942,
WOVQON,Ir,0,474.22276,50,228,-0.01972,-0.23187,0.21215,0.06656,-1346.04695401,-0.9738402699999824,-0.07795988,0.0061178676,-1344.659922,0.413191740000002,-1344.741719,0.3313947399999506,0.385046,109.096,172.155,9.968,0.0616000000000003,278.48,42.1835,3112.4477,
WUCLIS,Au,0,729.36775,71,348,-0.1172,-0.2968,0.1796,0.07053,-1725.68769389,-1.838918809999996,-0.1258615867,0.0105286894,-1723.329162,0.5196130799999992,-1723.434699,0.4140760800000862,0.482262,159.944,222.121,10.3157,-0.0908999999999995,455.27,12.3434,3141.7231,
WUHLAM,Ni,0,590.29194,85,316,-0.09477,-0.17405,0.07928,0.04946,-3124.31854525,-2.028337620000002,-0.1149578641,0.0121659051999999,-3121.540302,0.7499056300002849,-3121.655668,0.6345396300002903,0.707888,159.482,242.809,1.4157,0.0752999999999999,554.66,28.5405,3121.4399,
WUHLEQ,Ni,0,538.26064,77,288,-0.09539,-0.18319,0.0877999999999999,0.0543899999999999,-2969.5798483,-1.850785449999876,-0.0974482235,0.0106458759999999,-2967.051797,0.6772658499999125,-2967.166019,0.5630438500002128,0.636753,149.19,240.402,0.1346,-0.095,518.22,26.5714,3180.9633,
WUJPIB,Mo,0,600.08254,61,300,-0.07417,-0.2487,0.17453,0.06181,-2770.14003969,-1.9495690599997035,-0.1273243816,0.0081098953999999,-2767.7231,0.4673706300000049,-2767.824771,0.3656996300001083,0.429635,147.905,213.986,1.3066,0.0625999999999999,391.15,18.6012,3127.9515,
WUJPOH,W,0,686.12804,61,332,-0.07546,-0.24311,0.16765,0.0595199999999999,-2769.02660717,-1.940071919999809,-0.1262517375,0.0078093996,-2766.619331,0.4672042500001225,-2766.722073,0.3644622500000878,0.429456,148.006,216.24,0.8066,0.4642,394.66,7.2337,3122.7721,
WUJPUN,Cr,0,518.18533,63,266,-0.05571,-0.25164,0.1959299999999999,0.0742399999999999,-2977.58098925,-1.881635290000304,-0.1219727146,0.0092987988,-2975.205211,0.4941429599998628,-2975.302325,0.3970289599997159,0.45769,147.428,204.394,1.8781,-0.0090999999999998,356.31,32.5009,3694.0021,
WUJZOQ,Co,-1,439.18455,48,218,0.0112,-0.16897,0.18017,0.0896899999999999,-3021.31967177,-1.5249586299996736,-0.0943543557,0.0075155343,-3019.457783,0.3369301400002769,-3019.52604,0.2686731399999189,0.314225,107.264,143.658,7.8984,1.1843999999999992,314.61,40.6576,3129.4593,
WUPDEQ,Mo,0,420.0719,42,208,-0.0932,-0.24873,0.15553,0.0646,-1592.47788786,-1.1698149300000296,-0.0772438625,0.0058474462,-1590.995619,0.3124539299999469,-1591.067217,0.2408559299999524,0.289407,95.403,150.69,7.3817,0.0662000000000002,279.97,37.2768,3166.7999,
WURZUF,Ru,0,654.23341,77,332,-0.09257,-0.20109,0.1085199999999999,0.0564999999999999,-1932.04220182,-1.8254727999999432,-0.1485480869,0.011309699,-1929.596473,0.6202560199999425,-1929.697963,0.51876601999993,0.58357,155.127,213.604,14.741,0.8708999999999989,528.26,24.0013,3155.1894,
XAKVEO,Zr,0,609.04331,60,310,-0.07593,-0.2611,0.18517,0.09357,-1887.00832812,-2.012888040000007,-0.104894462,0.0089140295,-1884.525501,0.4699390799999037,-1884.618304,0.3771360799999002,0.43719,128.555,195.322,4.4416,0.1053000000000006,359.15,40.0953,3156.7042,
XALVEO,Co,0,535.23109,59,260,-0.10522,-0.24285,0.13763,0.07389,-2542.33063271,-1.22577659999979,-0.1126037365,0.0090506671,-2540.64661,0.4582461100003456,-2540.724242,0.3806141100003515,0.431309,123.296,163.391,9.243,0.4322999999999997,372.59,34.8326,3401.794,
XAMPAC,Ta,0,447.2679,50,216,-0.05612,-0.24346,0.18734,0.07057,-766.912879956,-0.8365125340000077,-0.0742459333,0.006364088,-765.653668,0.4226994219999369,-765.727998,0.3483694220000188,0.39797,99.177,156.441,5.8326,-0.6442999999999994,270.01,44.932,3146.8608,
XAMPIK,Ta,0,570.34754,68,282,-0.04211,-0.22179,0.1796799999999999,0.0690799999999999,-1164.95112679,-1.2784754599999817,-0.0930563835,0.0084066787999999,-1163.093835,0.5788163300001088,-1163.20576,0.4668913299999531,0.540931,140.015,235.566,14.4354,-0.5950000000000006,407.63,11.9247,3145.5777,
XAPMEH,Pt,0,679.38986,78,332,-0.07629,-0.22333,0.14704,0.05388,-1871.9788396,-1.559597149999945,-0.1430821502,0.0101963884999999,-1869.785619,0.6336234499999591,-1869.892393,0.5268494499998724,0.593839,164.002,224.723,13.3544,0.1842000000000005,486.97,23.9314,3141.4316,
XAQDOM,Ru,0,463.21577,57,234,-0.07699,-0.19334,0.11635,0.06225,-1108.78072403,-1.144949330000145,-0.0952228182,0.0086355048999999,-1107.170219,0.465555699999868,-1107.246501,0.389273699999876,0.439854,111.046,160.548,17.0154,1.1304999999999996,361.14,43.0599,3153.5935,
XAQDUS,Ru,0,449.20012,54,226,-0.07845,-0.19394,0.11549,0.0621399999999999,-1069.49921829,-1.0963403200000812,-0.0912577803,0.00818688,-1067.966363,0.436514969999962,-1068.039429,0.3634489700000358,0.412274,105.818,153.78,17.0306,1.1869999999999994,349.76,43.246,3153.2716,
XAQFAA,Ru,0,491.24707,63,250,-0.07077,-0.19519,0.12442,0.06557,-1187.3311674,-1.2435630899999524,-0.1063447622,0.0097367943999999,-1185.565014,0.5225903099999414,-1185.647861,0.4397433100000398,0.494127,122.817,174.366,16.5915,0.9587000000000004,380.78,5.7016,3168.1714,
XASLOT,Ru,0,380.07877,37,186,-0.06297,-0.26684,0.20387,0.06566,-1205.14219805,-0.9811006200000064,-0.0656048533,0.0051796175999999,-1203.893875,0.267222429999947,-1203.963331,0.1977664300000015,0.24521,89.048,146.184,11.2769,0.2230999999999987,242.31,34.4857,3152.9758,
XENCEA,Ir,0,508.23822,52,244,-0.04626,-0.22499,0.17873,0.07335,-1238.00347273,-1.024389130000145,-0.0850922111,0.0067299899,-1236.549918,0.429165600000033,-1236.629785,0.3492985999998836,0.402103,108.015,168.095,8.7688,0.1714000000000002,299.17,29.0918,3141.127,
XEVMAN,Fe,1,471.16181,68,252,-0.11804,-0.32849,0.21045,0.10511,-3401.47557402,-1.7186113899997508,-0.1082667022,0.0085112608,-3399.146855,0.6101076300001296,-3399.243548,0.5134146300001703,0.574823,135.753,203.509,3.7358,0.2561,336.97,25.504,3190.8292,
XEYQIB,Mn,-1,643.07873,62,328,-0.00795,-0.09927,0.09132,0.0718,-3151.71004919,-2.2361161200001334,-0.098505848,0.0098486913,-3149.014243,0.4596900699998514,-3149.113594,0.3603390700000091,0.424896,136.935,209.103,4.266,0.6215000000000002,658.4,20.5831,3134.5936,
XEYQOH,Mn,-1,639.08382,62,326,-0.00831,-0.1,0.09169,0.07213,-3114.70023067,-2.201289970000289,-0.0991049895,0.0097859953,-3112.036763,0.4621776999997564,-3112.138181,0.3607597000000169,0.427516,136.407,213.451,4.6131,0.5654000000000003,662.71,12.3988,3133.9593,
XIFREM,Fe,0,774.14997,83,398,-0.09302,-0.23333,0.14031,0.0640699999999999,-3932.35850546,-2.878936009999961,-0.1197357761,0.0119895101999999,-3928.835581,0.6439884500000517,-3928.967814,0.5117554499997823,0.595446,188.215,278.308,1.7219,0.2918,641.09,11.0174,3162.2992,
XIGRAG,Fe,0,783.14497,83,402,-0.08703,-0.22154,0.13451,0.06761,-4119.68860042,-2.9597859199993763,-0.1246602865,0.0125685036,-4116.078018,0.6507965000000695,-4116.20362,0.5251944999999978,0.604242,181.935,264.352,1.5881,0.0643,606.78,15.5913,3157.3163,
XIGREK,Fe,0,770.08588,77,394,-0.08837,-0.22933,0.14096,0.06755,-4322.49696682,-2.94975857999998,-0.1195453978,0.0115186977,-4318.959113,0.588095240000257,-4319.082851,0.4643572400000266,0.542803,175.009,260.429,1.7931,0.6234999999999999,601.65,15.5602,3156.7208,
XISCEI,Hg,0,650.24624,67,316,-0.08908,-0.25925,0.17017,0.0728499999999999,-2560.58145748,-1.668096930000047,-0.1190481417,0.0088420622,-2558.352001,0.5613595499999064,-2558.452735,0.4606255500002589,0.524635,142.73,212.013,4.307,1.1250000000000004,380.49,31.3549,3107.5403,
XITJAN,W,0,477.09487,44,232,-0.02801,-0.20893,0.18092,0.06545,-1385.44369068,-1.1076560999999856,-0.0580817246,0.0041776101,-1383.972984,0.3630505799999355,-1384.062011,0.2740235799999482,0.333923,103.394,187.373,4.395,0.0645999999999995,254.4,17.7021,3198.714,
