CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability,CSD_years,SMILES
JABGAX,-1786.093693,-0.153954,7.0176,-0.36415,0.16614,-0.20746,-0.04132,360.404219,1965-2020,
CIDHOM,-1845.706607,-0.176101,9.3352,-0.62722,0.14114,-0.19498,-0.05384,433.394037,1965-2020,
RUJNIT,-2415.77426,-0.130466,4.4919,-0.03565,0.12573,-0.24465,-0.11892,307.463299,1965-2020,
MOLXAO,-2146.700763,-0.244581,7.1798,0.47477,0.10158,-0.19111,-0.08953,618.844046,1965-2020,
XIDPEH,-2784.743399,-0.232951,11.4492,-0.77269,0.11893,-0.21329,-0.09436,586.784543,1965-2020,
DIKFUY,-2488.292021,-0.239591,12.3007,-0.32342,0.11856,-0.20459,-0.08603,589.538031,1965-2020,
FUDSON,-2186.331228,-0.143999,4.6757,0.48095,0.114,-0.18944,-0.07544,451.651611,1965-2020,
SUPMAT,-2849.540558,-0.236693,1.4067,-0.228,0.13484,-0.18196,-0.04712,602.228765,1965-2020,
NIVCUR,-1932.238577,-0.149705,14.0076,-0.15446,0.10471,-0.17854,-0.07383,376.994635,1965-2020,
NOLPIN,-3223.922633,-0.156643,11.2964,-0.85714,0.15241,-0.19762,-0.04521,364.502175,1965-2020,
ANOKEU,-3893.528181,-0.281619,1.3174,-0.58583,0.08612,-0.28129,-0.19517,672.27829,1965-2020,
GIQVAG,-1944.196461,-0.15987,2.7879,0.46742,0.03993,-0.17175,-0.13182,486.785287,1965-2020,
LETXEQ,-1688.867717,-0.097469,5.3558,0.3379,0.115,-0.18497,-0.06997,322.925473,1965-2020,
IHOHET,-2590.041358,-0.125631,0.0001,-0.00309,0.10737,-0.12828,-0.02091,329.650733,1965-2020,
QIXROG,-2466.740421,-0.209189,5.1523,-0.48023,0.09636,-0.14012,-0.04376,528.71863,1965-2020,
XOJLIR,-2501.193856,-0.238589,10.7017,-0.41535,0.09147,-0.17721,-0.08574,605.627076,1965-2020,
GAKXOI,-2276.869481,-0.194971,1.7214,-0.60788,0.1034,-0.19658,-0.09318,459.047349,1965-2020,
KATFES,-2151.270421,-0.157669,14.7047,0.04376,0.10368,-0.19097,-0.08729,398.295197,1965-2020,
HAXJOG,-2244.504507,-0.213247,13.9645,0.05253,0.06648,-0.17351,-0.10703,495.978498,1965-2020,
DOWXAO,-2660.354609,-0.133153,1.9636,-0.14271,0.11764,-0.24433,-0.12669,319.506997,1965-2020,
IGAWES,-1935.010744,-0.076035,0.012,0.24805,0.13214,-0.34042,-0.20828,261.15371,1965-2020,
WOFZUM,-2237.692678,-0.162163,7.7256,-0.13223,0.08811,-0.19206,-0.10395,407.79292,1965-2020,
HAWSII,-2647.178082,-0.236164,2.8164,-0.50217,0.10849,-0.15199,-0.0435,602.626905,1965-2020,
HALNUG,-2580.272059,-0.263432,3.0321,0.3424,0.07468,-0.17538,-0.1007,674.238536,1965-2020,
VAMCES,-3311.137017,-0.086707,7.5273,0.1811,0.08557,-0.29769,-0.21212,265.803845,1965-2020,
KUJLAE,-1155.953111,-0.171996,11.6227,0.42967,0.1093,-0.2328,-0.1235,386.248172,1965-2020,
LUKKEH,-2104.635315,-0.102983,10.1907,0.13969,0.10127,-0.21999,-0.11872,257.777633,1965-2020,
WOGVAP,-5210.777712,-0.220982,7.1963,-0.60559,0.10934,-0.15851,-0.04917,600.011999,1965-2020,
JUPWEY,-2406.446616,-0.224477,9.2289,0.1168,0.12298,-0.20798,-0.085,518.014258,1965-2020,
SEFNEY,-5271.580334,-0.235725,0.0032,-0.42383,0.11561,-0.30487,-0.18926,569.228791,1965-2020,
NEKTOP,-1717.986063,-0.148627,10.9551,-0.26393,0.07141,-0.21501,-0.1436,364.346542,1965-2020,
EJADEY,-8396.386259,-0.439729,28.8882,0.39843,0.06535,-0.17414,-0.10879,917.120534,1965-2020,
FIWKIH,-1155.801071,-0.147029,9.2539,0.16152,0.10136,-0.20207,-0.10071,363.448206,1965-2020,
XIXMIC,-2208.784849,-0.180194,4.1156,-0.77448,0.12828,-0.1388,-0.01052,433.57377,1965-2020,
NADGEF,-1758.75119,-0.206892,9.0809,-0.05245,0.12035,-0.18762,-0.06727,500.577342,1965-2020,
MISXOE,-2948.938413,-0.227317,1.952,0.47951,0.08098,-0.17265,-0.09167,763.42052,1965-2020,
WEPPOW,-4108.098619,-0.258766,9.9381,-0.33222,0.1156,-0.20548,-0.08988,642.664275,1965-2020,
AQUJIH,-2128.654066,-0.153884,8.364,0.01295,0.13375,-0.18505,-0.0513,387.556003,1965-2020,
POKMOR,-3394.1927,-0.33942,8.4405,0.4413,0.06221,-0.18232,-0.12011,791.329976,1965-2020,
SAMMUQ,-2495.366967,-0.215262,2.715,0.02078,0.10519,-0.15002,-0.04483,528.458712,1965-2020,
GAYCAN,-4593.593264,-0.289508,11.671,0.43187,0.09672,-0.21799,-0.12127,726.768104,1965-2020,
EGEHEF,-1974.917848,-0.138098,0.2314,0.47455,0.13062,-0.17926,-0.04864,427.736793,1965-2020,
RAYPUF,-2087.103348,-0.188357,5.3366,0.11651,0.08644,-0.16737,-0.08093,487.213297,1965-2020,
QUMSAU,-2249.571478,-0.169221,1.4241,0.47178,0.10646,-0.1774,-0.07094,539.902327,1965-2020,
JAGNEK,-2721.36458,-0.239915,3.017,0.06399,0.11485,-0.27371,-0.15886,598.697873,1965-2020,
LIXNOX,-5427.604909,-0.315988,4.0991,-0.28971,0.03298,-0.14987,-0.11689,758.680148,1965-2020,
JOSREO,-2711.387605,-0.098389,0.0138,0.39954,0.11707,-0.31286,-0.19579,287.754076,1965-2020,
UNEMIK,-5442.595019,-0.222303,2.4017,-0.27935,0.09867,-0.15725,-0.05858,565.985278,1965-2020,
RUXPUW,-787.912209,-0.033159,10.4811,-0.27502,0.11543,-0.34237,-0.22694,150.115165,1965-2020,
EKIVIF,-1214.560374,-0.151946,11.0225,0.05105,0.13248,-0.17998,-0.0475,362.528306,1965-2020,
HATRID,-2317.599598,-0.128612,2.0648,-0.13865,0.11602,-0.23603,-0.12001,308.956686,1965-2020,
RAGPOE,-2392.915652,-0.112049,2.8521,-0.06495,0.0992,-0.0922,0.007,283.424186,1965-2020,
NOWMAP,-1883.308418,-0.066289,7.4435,0.19626,0.1115,-0.06493,0.04657,200.541603,1965-2020,
WOHXOH,-4048.961381,-0.276472,7.7456,-1.012,0.12046,-0.17299,-0.05253,705.807517,1965-2020,
CODHUA,-4120.195675,-0.1986,2.5977,0.3802,0.06004,-0.17848,-0.11844,504.04718,1965-2020,
RUKYIF,-3383.8221,-0.264139,0.7104,-0.50823,0.14883,-0.30851,-0.15968,663.43019,1965-2020,
NIDDUA,-3569.746341,-0.226402,0.8164,-0.81089,0.13342,-0.27755,-0.14413,549.23492,1965-2020,
SENWIU,-2008.300761,-0.147124,9.2219,0.05872,0.08534,-0.18621,-0.10087,379.198583,1965-2020,
UKOSAO,-2576.12624,-0.184517,17.7379,0.01854,0.11487,-0.21436,-0.09949,415.678769,1965-2020,
BEWRUQ,-2182.285915,-0.11503,3.2714,-0.09364,0.08976,-0.20579,-0.11603,295.26362,1965-2020,
ZUWGUV,-4025.917693,-0.251942,3.395,-0.60016,0.10449,-0.14839,-0.0439,648.923305,1965-2020,
AFELEF,-6905.875736,-0.109556,12.3836,-0.05153,0.05988,-0.19239,-0.13251,304.237956,1965-2020,
UKOSES,-2497.522013,-0.173554,17.325,0.02514,0.11464,-0.21594,-0.1013,392.395057,1965-2020,
DIHZAX,-2354.974982,-0.136089,2.0589,0.4671,0.10315,-0.17819,-0.07504,422.305414,1965-2020,
KEHKUE,-2354.968641,-0.136322,3.3089,0.48704,0.0962,-0.16739,-0.07119,422.180109,1965-2020,
KAGJUZ,-3084.994067,-0.175846,5.275,0.96134,0.06288,-0.1685,-0.10562,453.407414,1965-2020,
PUYGUM,-2140.284082,-0.102961,6.3639,0.12251,0.10112,-0.21586,-0.11474,262.674132,1965-2020,
RAJNUO,-1800.419493,-0.210156,12.8786,0.37067,0.08877,-0.21225,-0.12348,502.415925,1965-2020,
SADQEU,-4329.9672,-0.283205,4.4194,0.36801,0.06987,-0.26864,-0.19877,719.155108,1965-2020,
ZEZMOI,-1278.730058,-0.131943,8.0855,0.05523,0.1517,-0.19145,-0.03975,306.113427,1965-2020,
CIKQOE,-2175.402626,-0.187281,1.9109,0.46973,0.09166,-0.16646,-0.0748,553.211221,1965-2020,
FEQSAX,-6202.1268,-0.534506,10.1407,-0.4776,0.11608,-0.19656,-0.08048,1161.398481,1965-2020,
QOCZOX,-1406.425252,-0.110961,2.196,0.47261,0.10899,-0.1721,-0.06311,348.020463,1965-2020,
MOVXIE,-1725.047408,-0.153442,10.4277,-0.05543,0.09805,-0.211,-0.11295,432.744255,1965-2020,
KIRNAA,-2880.904505,-0.202467,4.566,-0.41414,0.08922,-0.18869,-0.09947,488.82131,1965-2020,
JEWGOK,-3043.298074,-0.294508,2.3662,-0.02664,0.11963,-0.28733,-0.1677,722.941657,1965-2020,
WUYWET,-2507.628648,-0.232046,4.6004,-0.01131,0.09886,-0.29383,-0.19497,583.831363,1965-2020,
PUJMIS,-1946.903484,-0.154167,10.8957,0.0511,0.09321,-0.16549,-0.07228,384.718987,1965-2020,
PUMCEF,-1537.963524,-0.122921,9.2497,-0.51581,0.12096,-0.18762,-0.06666,324.711452,1965-2020,
RILVOX,-2180.76058,-0.14399,0.0536,0.4591,0.07362,-0.08847,-0.01485,446.671837,1965-2020,
WAJHIZ,-7023.740517,-0.127263,10.9332,-0.05575,0.06003,-0.19862,-0.13859,339.402681,1965-2020,
ZIYPAA,-3095.248048,-0.272525,4.2366,0.4886,0.09149,-0.18739,-0.0959,693.074025,1965-2020,
ISOLEJ,-4659.112969,-0.267147,2.0838,0.51542,0.04312,-0.17807,-0.13495,670.630348,1965-2020,
UTUGEX,-1190.842459,-0.116105,0.6237,0.242,0.12528,-0.17219,-0.04691,325.527835,1965-2020,
GATHIT,-2776.289746,-0.291511,12.1193,-0.42405,0.09688,-0.17576,-0.07888,683.899284,1965-2020,
JATKEX,-3266.716714,-0.180288,4.8224,0.57188,0.06949,-0.14344,-0.07395,476.81272,1965-2020,
GUHGUN,-2586.057606,-0.160623,11.6344,0.03855,0.11811,-0.11889,-0.00078,385.571714,1965-2020,
OZOTUT,-3315.754549,-0.132362,7.7708,0.09403,0.09033,-0.19752,-0.10719,338.105119,1965-2020,
DOSFIC,-2368.18804,-0.118495,1.8399,-0.05347,0.11009,-0.11394,-0.00385,304.04852,1965-2020,
DEBQOS,-3315.244765,-0.10024,3.4158,0.37554,0.10175,-0.30071,-0.19896,318.027916,1965-2020,
MIFKUI,-3145.490717,-0.299108,11.6501,-0.42678,0.10414,-0.17866,-0.07452,736.770221,1965-2020,
IROXET,-2075.660992,-0.092707,4.9569,-0.02157,0.08741,-0.20102,-0.11361,313.404909,1965-2020,
POVVAZ,-2227.597249,-0.242561,9.7688,0.39597,0.11191,-0.21397,-0.10206,625.670587,1965-2020,
OZEXUO,-2200.259318,-0.170595,13.4803,-0.31901,0.12125,-0.18847,-0.06722,401.645245,1965-2020,
YOWROT,-3848.564571,-0.167405,6.5222,0.20997,0.09386,-0.2053,-0.11144,415.802303,1965-2020,
TINKIM,-2111.964338,-0.15225,12.5831,0.04812,0.08489,-0.18478,-0.09989,386.954198,1965-2020,
FIRHOD,-1570.25818,-0.154112,10.4727,-0.12417,0.11385,-0.2099,-0.09605,408.387154,1965-2020,
AFELIJ,-3778.338277,-0.185619,12.4536,-0.12728,0.09492,-0.19503,-0.10011,463.097512,1965-2020,
UJEYIS,-1882.71456,-0.066486,4.8575,-0.06423,0.13781,-0.2355,-0.09769,188.200181,1965-2020,
ZEZMEY,-1562.117145,-0.102167,7.775,-0.31812,0.08337,-0.20541,-0.12204,287.553576,1965-2020,
ADIGEC,-997.063969,-0.083189,1.0227,0.36803,0.12195,-0.17853,-0.05658,253.896419,1965-2020,
ACNPCO,-2597.21045,-0.070007,4.7335,0.62102,0.12883,-0.20229,-0.07346,242.064254,1965-2020,
TEWNAL,-1873.110697,-0.184992,0.6354,0.46861,0.10967,-0.16466,-0.05499,475.792491,1965-2020,
VEJGIB,-2226.844784,-0.106648,1.7739,0.03446,0.1406,-0.18396,-0.04336,278.906716,1965-2020,
POLZOF,-3202.190604,-0.250698,11.8892,-0.74087,0.12873,-0.19768,-0.06895,617.166098,1965-2020,
TAVGIG,-2159.925571,-0.107122,11.0496,0.37968,0.10056,-0.20817,-0.10761,277.982891,1965-2020,
RULMUG,-2226.878547,-0.13362,3.1889,-0.10864,0.12669,-0.12521,0.00148,333.663242,1965-2020,
CISNUO,-2473.099805,-0.129373,7.5792,-0.1557,0.12703,-0.24212,-0.11509,308.713274,1965-2020,
KACRAH,-1860.600234,-0.059939,7.4404,0.15294,0.10207,-0.2145,-0.11243,179.939812,1965-2020,
HODGAL,-1995.978885,-0.106256,0.0,-0.15309,0.12345,-0.12701,-0.00356,272.590678,1965-2020,
HIDFOR,-2354.97495,-0.136089,2.0715,0.46719,0.10315,-0.17819,-0.07504,422.305705,1965-2020,
AHIVUJ,-1263.890511,-0.149845,7.3126,0.18475,0.12785,-0.23174,-0.10389,387.151774,1965-2020,
RAYPEP,-2330.376932,-0.208988,3.1,-0.18436,0.13212,-0.17922,-0.0471,496.695756,1965-2020,
KOKXUD,-5034.673836,-0.45627,11.0275,-0.52166,0.06946,-0.18772,-0.11826,1016.213327,1965-2020,
ZEGRAG,-3961.575901,-0.132508,8.1318,-0.01327,0.0899,-0.19743,-0.10753,374.073032,1965-2020,
FEQWUW,-1201.53558,-0.096473,6.9176,0.11699,0.08472,-0.19535,-0.11063,270.488828,1965-2020,
MUMWAS,-2759.055738,-0.19329,13.5238,0.10181,0.11485,-0.11991,-0.00506,445.352372,1965-2020,
HAXJAS,-1572.122241,-0.144244,12.3937,0.28041,0.11334,-0.19753,-0.08419,348.85812,1965-2020,
ROSGUB,-4185.449123,-0.246386,1.3272,-0.4509,0.1196,-0.28072,-0.16112,581.326182,1965-2020,
XONJEQ,-1376.736812,-0.10173,6.0556,0.15943,0.08748,-0.28552,-0.19804,279.099171,1965-2020,
HOGPIC,-1602.972667,-0.093504,7.8971,-0.49745,0.07802,-0.21543,-0.13741,279.725765,1965-2020,
MOFFOC,-10000.165694,-0.387141,17.9708,-0.37805,0.12378,-0.28902,-0.16524,1071.277533,1965-2020,
SONNIU,-1871.927524,-0.166355,9.4545,-0.08279,0.12446,-0.18992,-0.06546,442.684107,1965-2020,
YIVLAQ,-1955.777929,-0.165304,8.9666,-0.29795,0.12903,-0.19605,-0.06702,416.345283,1965-2020,
GUVPUK,-2973.753423,-0.187611,1.1988,0.40719,0.06526,-0.13909,-0.07383,461.707793,1965-2020,
ADOCUR,-1738.008945,-0.1385,10.2326,0.05438,0.12345,-0.20438,-0.08093,330.405782,1965-2020,
QEGYUX,-2544.456416,-0.205069,2.5881,0.35761,0.12492,-0.17404,-0.04912,533.004394,1965-2020,
QIDKUL,-2387.945206,-0.127468,0.6953,-0.11591,0.05788,-0.197,-0.13912,365.847261,1965-2020,
DUBDIN,-1882.681616,-0.066011,7.9912,0.0903,0.13261,-0.24134,-0.10873,188.2195,1965-2020,
NASNAZ,-1316.899535,-0.132439,8.6336,0.13521,0.12282,-0.18708,-0.06426,310.374111,1965-2020,
SIQDAZ,-7128.693299,-0.117972,8.6495,0.00023,0.07317,-0.18455,-0.11138,321.951316,1965-2020,
VIMJEH,-3722.744447,-0.182251,7.6535,0.43541,0.12166,-0.20779,-0.08613,497.711292,1965-2020,
XAHBUE,-1589.091987,-0.132729,2.8664,-0.13307,0.11398,-0.15328,-0.0393,377.033243,1965-2020,
UCAPET,-920.239553,-0.10822,8.9709,0.15888,0.09772,-0.22016,-0.12244,269.948385,1965-2020,
YUYYUN,-5470.588278,-0.495038,0.092,-0.76045,0.08364,-0.04187,0.04177,1131.780957,1965-2020,
BACYOV,-3636.82957,-0.129858,0.0362,0.01489,0.0294,-0.09974,-0.07034,356.72118,1965-2020,
YOQSED,-4190.317769,-0.286687,1.0692,0.46786,0.10331,-0.17199,-0.06868,728.241461,1965-2020,
DIHSUJ,-5530.425692,-0.426902,0.6336,-0.38616,0.10245,-0.16768,-0.06523,1030.451472,1965-2020,
QIKREK,-2465.695953,-0.19249,2.108,-0.26173,0.11338,-0.15819,-0.04481,466.933378,1965-2020,
LIWTIU,-2982.634933,-0.236409,3.4757,-0.03205,0.11885,-0.18779,-0.06894,610.838096,1965-2020,
WALLIF,-2015.373298,-0.084083,6.115,0.15557,0.12632,-0.24435,-0.11803,215.468923,1965-2020,
HOSZOE,-2043.314108,-0.190081,3.4974,-0.4968,0.10323,-0.29166,-0.18843,427.312465,1965-2020,
KIKMEY,-3580.576477,-0.140768,9.9577,0.00508,0.07409,-0.19907,-0.12498,353.131057,1965-2020,
PURTAZ,-2860.340272,-0.100228,11.9694,0.0293,0.06408,-0.20095,-0.13687,279.332291,1965-2020,
QUVTAD,-2646.127115,-0.205656,12.7298,-0.21017,0.11881,-0.18929,-0.07048,501.036593,1965-2020,
GAHHAA,-3124.679594,-0.120642,10.7007,0.02841,0.05824,-0.21894,-0.1607,330.358555,1965-2020,
BEKLOU,-2148.981094,-0.121919,1.9969,-0.23709,0.12598,-0.24233,-0.11635,287.064456,1965-2020,
TUBLUX,-3454.595769,-0.153788,8.9881,-0.11014,0.10768,-0.21583,-0.10815,389.688151,1965-2020,
REQSIP,-2445.423589,-0.199579,9.7083,-0.40104,0.09958,-0.20352,-0.10394,490.549348,1965-2020,
WOFBEA,-3828.257714,-0.272326,4.9212,-0.38086,0.14709,-0.19523,-0.04814,683.990319,1965-2020,
VIWZAD,-2899.642076,-0.106457,12.3356,0.03371,0.06479,-0.19882,-0.13403,290.934036,1965-2020,
HEDWIX,-3728.551105,-0.261849,3.8312,-0.29972,0.07133,-0.16021,-0.08888,647.698804,1965-2020,
PEKGAP,-2486.675572,-0.108482,8.6118,0.36266,0.10941,-0.2288,-0.11939,295.698024,1965-2020,
OBIQEY,-5995.169375,-0.424156,15.6939,0.24209,0.07468,-0.18381,-0.10913,890.766696,1965-2020,
EYEMIG,-2404.383789,-0.047455,0.0108,0.66035,0.14187,-0.09682,0.04505,166.453408,1965-2020,
TAQQIO,-4469.531829,-0.330269,2.4318,0.44381,0.08721,-0.19851,-0.1113,803.48258,1965-2020,
YOWWIS,-3824.230065,-0.170954,10.7861,0.00732,0.0903,-0.21485,-0.12455,416.050114,1965-2020,
ISOLIN,-5347.038614,-0.282305,5.8796,0.46363,0.05599,-0.19167,-0.13568,753.329601,1965-2020,
KIKNEZ,-4112.997348,-0.185483,4.1965,0.23387,0.09741,-0.21037,-0.11296,461.697021,1965-2020,
RUJSIA,-2302.681319,-0.268804,8.3926,0.478,0.11272,-0.20034,-0.08762,660.734734,1965-2020,
GANCIJ,-4968.745611,-0.156073,9.292,-0.18843,0.10656,-0.11401,-0.00745,377.833748,1965-2020,
GIDPIU,-1893.20713,-0.094308,7.5416,-0.09397,0.10542,-0.22707,-0.12165,251.313822,1965-2020,
HOYTIA,-2213.496212,-0.133221,4.5856,0.24018,0.11671,-0.2459,-0.12919,313.521202,1965-2020,
CIVFUJ,-2528.717023,-0.163461,9.2612,-0.57571,0.12131,-0.22113,-0.09982,415.297912,1965-2020,
BAFWUC,-1442.983674,-0.173985,9.3165,0.39667,0.09756,-0.19839,-0.10083,419.471787,1965-2020,
ZEYMEX,-2756.325338,-0.235742,3.9587,0.02422,0.1387,-0.29012,-0.15142,592.381556,1965-2020,
VEVTOG,-1964.124026,-0.154697,13.8053,-0.12594,0.10838,-0.17667,-0.06829,386.130044,1965-2020,
MAYMII,-5938.872589,-0.142292,10.0556,-0.18444,0.08464,-0.174,-0.08936,363.79751,1965-2020,
JIJFUD,-3794.047257,-0.177417,0.0675,-1.207,0.14631,-0.32977,-0.18346,496.729914,1965-2020,
AYOZET,-1182.34103,-0.172249,8.2016,-0.05625,0.1212,-0.18653,-0.06533,399.808053,1965-2020,
AGEMEF,-2489.012792,-0.156589,4.8673,0.46132,0.10648,-0.18634,-0.07986,495.489948,1965-2020,
REWGEI,-3699.435626,-0.160527,7.6594,0.21355,0.09526,-0.20163,-0.10637,409.26893,1965-2020,
ZIYPEE,-3331.005014,-0.298308,2.8237,0.49674,0.08769,-0.18612,-0.09843,762.974948,1965-2020,
DAQKAH,-1239.831813,-0.092491,7.0375,-0.44943,0.13972,-0.21994,-0.08022,247.503214,1965-2020,
ZOMPUO,-3831.945996,-0.15741,5.8445,0.58203,0.09258,-0.1918,-0.09922,466.906406,1965-2020,
XOPPAV,-3843.994687,-0.150978,2.4175,0.20717,0.10288,-0.21493,-0.11205,388.038952,1965-2020,
DECRAF,-2248.712288,-0.110117,11.404,0.04272,0.0725,-0.17866,-0.10616,286.169243,1965-2020,
ENEXEB,-2123.234434,-0.192593,2.2288,0.18023,0.11621,-0.17204,-0.05583,530.743418,1965-2020,
ECUQEY,-5400.182295,-0.382323,0.47,0.61579,0.08161,-0.25436,-0.17275,849.939333,1965-2020,
ILELOA,-2035.224052,-0.112709,5.3843,-0.0859,0.12462,-0.11757,0.00705,283.034614,1965-2020,
HOYRUI,-2160.322534,-0.150641,7.5906,-0.05968,0.10422,-0.19578,-0.09156,385.025816,1965-2020,
UWANUD,-3481.021276,-0.184931,21.4188,-0.04872,0.06428,-0.16471,-0.10043,448.162098,1965-2020,
TAFHUF,-2151.237123,-0.171103,1.5011,-0.43381,0.12083,-0.14778,-0.02695,435.53523,1965-2020,
XUJYAC,-2374.676118,-0.124711,7.1495,-0.5141,0.13942,-0.30569,-0.16627,320.393389,1965-2020,
IRAYEF,-1470.790603,-0.103767,6.5987,-0.3359,0.19739,-0.32972,-0.13233,273.216735,1965-2020,
VIMHUV,-3067.935276,-0.187111,9.1255,0.44906,0.11912,-0.20039,-0.08127,501.427856,1965-2020,
VAFVED,-2586.364976,-0.189122,5.4241,0.33308,0.07498,-0.19048,-0.1155,525.406557,1965-2020,
GAKXAU,-3244.301904,-0.26517,8.5923,-0.9852,0.14226,-0.19705,-0.05479,596.791374,1965-2020,
GAKXUO,-2409.573141,-0.2112,4.3435,-0.96908,0.13223,-0.17802,-0.04579,489.446774,1965-2020,
GECJIJ,-3849.884111,-0.167982,12.628,0.15147,0.0969,-0.20264,-0.10574,413.953447,1965-2020,
QEYTOE,-7029.095601,-0.079196,9.8926,0.09016,0.11044,-0.23485,-0.12441,223.547808,1965-2020,
UDUWAS,-4746.710804,-0.105308,0.382,-0.17213,0.12256,-0.19249,-0.06993,344.24256,1965-2020,
XUMGUI,-2792.779547,-0.233314,2.4947,-0.2421,0.05029,-0.14944,-0.09915,577.578079,1965-2020,
KACNAE,-3881.089466,-0.193088,4.6976,0.29517,0.0899,-0.16798,-0.07808,501.980501,1965-2020,
LETYAL,-3512.003537,-0.210337,12.6365,-1.04792,0.139,-0.21345,-0.07445,583.797156,1965-2020,
HUPWUM,-3725.422281,-0.22975,3.4432,0.54545,0.02907,-0.18238,-0.15331,587.21643,1965-2020,
JEJLOZ,-2810.234737,-0.239691,11.7412,-0.54297,0.10232,-0.19324,-0.09092,597.465305,1965-2020,
QUCXUJ,-2581.406037,-0.243357,5.128,-0.0764,0.1341,-0.29069,-0.15659,595.87715,1965-2020,
JAVFOC,-3034.067013,-0.228558,1.316,-0.9857,0.12611,-0.19041,-0.0643,541.245695,1965-2020,
BEKMAH,-2359.284078,-0.140998,6.9074,-0.13412,0.12366,-0.22991,-0.10625,330.196655,1965-2020,
AKEGUU,-2544.559073,-0.195421,3.3344,0.4709,0.09217,-0.17305,-0.08088,584.859282,1965-2020,
HIMMIB,-2382.440816,-0.08677,7.8593,-0.05876,0.11513,-0.23581,-0.12068,241.6999,1965-2020,
IRISIM,-3184.126146,-0.137671,5.8598,-0.14392,0.10515,-0.13063,-0.02548,387.543694,1965-2020,
QUKJAJ,-2919.694104,-0.199749,0.0767,-0.07972,0.11607,-0.12374,-0.00767,519.25555,1965-2020,
NOWLAO,-3003.020616,-0.13001,6.8891,0.14084,0.10076,-0.2423,-0.14154,335.48375,1965-2020,
ZIKYUP,-2365.209195,-0.24353,10.6436,0.01723,0.11957,-0.19645,-0.07688,563.816561,1965-2020,
DIGKIO,-3096.768994,-0.314893,3.5108,0.46116,0.09051,-0.16767,-0.07716,792.894267,1965-2020,
QUVTEH,-2719.878347,-0.215588,13.0129,-0.21724,0.11549,-0.18851,-0.07302,517.260176,1965-2020,
YOWSAG,-3624.046716,-0.160722,6.917,0.34151,0.09538,-0.18827,-0.09289,424.008999,1965-2020,
IZEXIV,-6805.645962,-0.517795,5.3836,0.1426,0.06857,-0.19421,-0.12564,1141.029117,1965-2020,
VIKNIN,-12267.856846,-0.22363,2.0934,-0.43833,0.09859,-0.17539,-0.0768,556.488702,1965-2020,
PEFQOJ,-1938.073753,-0.168296,14.4389,0.25825,0.12916,-0.08601,0.04315,430.485486,1965-2020,
SEMQEI,-3610.861571,-0.162731,8.3366,0.02814,0.11252,-0.1727,-0.06018,386.833564,1965-2020,
QUCPAF,-5101.52294,-0.384775,2.4084,0.61545,0.0812,-0.25776,-0.17656,861.309511,1965-2020,
ILUYAR,-2954.747505,-0.219809,12.606,-0.31386,0.1191,-0.19319,-0.07409,521.006941,1965-2020,
IQAKIU,-2072.086901,-0.114877,5.7478,-0.04229,0.09484,-0.09226,0.00258,287.73184,1965-2020,
JIDLOA,-3843.26355,-0.228282,10.0311,0.4153,0.1217,-0.22366,-0.10196,608.684526,1965-2020,
CEMCII,-3407.199907,-0.271485,16.6083,-0.11169,0.12111,-0.19821,-0.0771,646.478703,1965-2020,
AHIVIX,-1270.065033,-0.14842,7.4119,0.16864,0.12537,-0.2295,-0.10413,388.869568,1965-2020,
CARRES,-2322.817259,-0.051813,4.4298,0.21966,0.02228,-0.32167,-0.29939,178.994292,1965-2020,
TAVGAY,-2153.42658,-0.232404,15.9733,-0.58385,0.10514,-0.17649,-0.07135,563.274281,1965-2020,
QIDBIO,-2258.194342,-0.179722,5.8794,-0.10145,0.11394,-0.15575,-0.04181,476.559216,1965-2020,
BEKLUA,-2397.160758,-0.147284,9.4358,-0.1035,0.10081,-0.21772,-0.11691,350.844776,1965-2020,
PEKQII,-1041.802203,-0.081063,5.172,0.0323,0.141,-0.20995,-0.06895,229.199072,1965-2020,
GAHHUU,-4190.255666,-0.203152,5.3458,0.0504,0.07108,-0.19495,-0.12387,492.607498,1965-2020,
SEPLOR,-1547.580802,-0.134671,11.6995,0.16034,0.08276,-0.2032,-0.12044,362.279564,1965-2020,
VEVVEY,-2179.192985,-0.175773,12.7288,-0.14428,0.10018,-0.17459,-0.07441,435.140751,1965-2020,
QAMJAP,-6243.926246,-0.168438,10.3061,-0.2533,0.08023,-0.18566,-0.10543,421.753197,1965-2020,
KUPVOH,-3004.777586,-0.187677,3.3326,-0.56179,0.08303,-0.14999,-0.06696,521.176773,1965-2020,
UCAPAP,-883.141164,-0.109703,8.2908,0.14894,0.09559,-0.22317,-0.12758,275.811041,1965-2020,
CODLAK,-4112.980903,-0.184817,2.7358,0.36731,0.05482,-0.17167,-0.11685,491.069497,1965-2020,
RIHXAK,-1836.265998,-0.168282,13.5397,0.16178,0.10825,-0.18385,-0.0756,405.927807,1965-2020,
GERLIZ,-1074.746317,-0.116909,8.0416,-0.06459,0.11323,-0.17344,-0.06021,329.13287,1965-2020,
GEXFEU,-4637.243666,-0.166264,10.4084,-0.55821,0.11415,-0.22594,-0.11179,444.737485,1965-2020,
SADQIY,-4329.96789,-0.283246,4.3688,0.36652,0.07027,-0.26862,-0.19835,719.146273,1965-2020,
