rruff_id,mineral_name,laser_nm,data_type,source_file,has_xrd,chemical_family,formula,reduced_formula,n_elements,avg_electronegativity,avg_atomic_mass,mb_gap_median,mb_gap_min,mb_gap_max,mb_gap_count,mb_is_metal,mb_e_form_median,mb_e_form_min,mb_e_form_count
,Vauxite,514,RAW,Vauxite__X060017__Raman__514______Raman_Data_RAW__85dd0b54cc7494b48670572e9c95.txt,False,Phosphate,FeAl2(PO4)2(OH)26H2O,Al2FeP2(H4O5)7,5.0,2.254,26.161528119999996,,,,,,,,
R050243,Vayrynenite,514,Processed,Vayrynenite__R050243-3__Raman__514__0-000__depolarized__Raman_Data_Processed__2dccd83acdbe9c6ed31c2dd3bb15.txt,True,Phosphate,BeMn(PO4)(OH),MnBePHO5,5.0,2.19,22.3862658,,,,,,,,
R050590,Vayrynenite,532,Processed,Vayrynenite__R050590__Broad_Scan__532__0__unoriented__Raman_Data_Processed__719073f7d0cab96b86be14891c86.txt,True,Phosphate,BeMn(PO4)(OH),MnBePHO5,5.0,2.19,22.3862658,,,,,,,,
R060348,Veatchite,532,Processed,Veatchite__R060348__Raman__532______Raman_Data_Processed__80ff214753822017620a9ec71da3.txt,False,Oxide,Sr2B11O16(OH)5H2O,Sr2B11H7O22,4.0,2.1574999999999998,28.859585000000003,,,,,,,,
R130407,Veenite,532,Processed,Veenite__R130407__Broad_Scan__532__0__unoriented__Raman_Data_Processed__5cd862acc1db6e3628a3345ca886.txt,False,Sulfide,"Pb2(Sb,As)2S5","Pb2(Sb,As)2S5",2.0,2.455,119.6325,,,,,,,,
R061141,Vergasovaite,532,Processed,Vergasovaite__R061141__Raman__532______Raman_Data_Processed__b4f0417e7b675607c76207d85d71.txt,False,Sulfate,Cu3O(MoO4)(SO4),Cu3MoSO9,4.0,2.52,51.8876,0.0,0.0,0.0,1.0,True,-1.529197128415177,-1.529197128415177,1.0
R050490,Vermiculite,532,Processed,Vermiculite__R050490__Broad_Scan__532__0__unoriented__Raman_Data_Processed__902b0292dcb0bee307ad32f67883.txt,True,Silicate,"Mg07(Mg,Fe,Al)6(Si,Al)8O20(OH)48H2O","Mg07(Mg,Fe,Al)6(Si,Al)8O20(OH)48H2O",3.0,2.316666666666667,13.77078,,,,,,,,
R080100,Vernadite,532,Processed,Vernadite__R080100__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ec19029f3a1ff4b10615998b7ddf.txt,False,Oxide,"(Mn,Fe,Ca,Na)(O,OH)2nH2O","(Mn,Fe,Ca,Na)(O,OH)2nH2O",6.0,,,,,,,,,,
R050265,Verplanckite,514,Processed,Verplanckite__R050265__Raman__514______Raman_Data_Processed__acfc06edd84240a3637e736bbe6f.txt,False,Silicate,"Ba4Mn2Si4O12(OH,H2O)3Cl3","Ba4Mn2Si4O12(OH,H2O)3Cl3",5.0,2.1879999999999997,54.360589000000004,,,,,,,,
R070063,Vertumnite,785,Processed,Vertumnite__R070063__Broad_Scan__785__0__unoriented__Raman_Data_Processed__464f2fe46adcecbba78e159df325.txt,False,Silicate,Ca4Al4Si4O6(OH)243H2O,Ca4Al4Si4(H49O50)5,5.0,2.03,22.430475719999997,,,,,,,,
R120149,Vesignieite,532,Processed,Vesignieite__R120149__Raman__532______Raman_Data_Processed__e7151e99a624d468e140e6e4f32f.txt,False,Oxide,Cu3Ba(VO4)2(OH)2,BaV2Cu3(HO5)2,5.0,2.0119999999999996,53.764368000000005,0.0,0.0,0.0,1.0,True,-1.856535780541111,-1.856535780541111,1.0
R050035,Vesuvianite,514,Processed,Vesuvianite__R050035-3__Raman__514__0-000__depolarized__Raman_Data_Processed__4ba1ede9d4056ea2909c643a2c78.txt,True,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R050056,Vesuvianite,514,Processed,Vesuvianite__R050056__Raman__514______Raman_Data_Processed__ef95a2d750809e1e1d40b84be836.txt,True,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R050233,Vesuvianite,514,Processed,Vesuvianite__R050233-3__Raman__514__0-000__depolarized__Raman_Data_Processed__974908e01f370eb65fe6859f6bba.txt,True,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R050489,Vesuvianite,532,Processed,Vesuvianite__R050489__Broad_Scan__532__0__unoriented__Raman_Data_Processed__ba56eae2079548c4ec71de211006.txt,True,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R060170,Vesuvianite,532,Processed,Vesuvianite__R060170__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1d1d0466eff4a7a9db2a130fef25.txt,False,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R060532,Vesuvianite,532,Processed,Vesuvianite__R060532__Raman__532______Raman_Data_Processed__632d097dbcb3dc39e240fd0e09c1.txt,True,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R060902,Vesuvianite,532,Processed,Vesuvianite__R060902__Broad_Scan__532__0__unoriented__Raman_Data_Processed__7d5be77c7475eeb8e9b81cfe7b75.txt,False,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",9.0,,,,,,,,,,
R070226,Vesuvianite,785,Processed,Vesuvianite__R070226__Broad_Scan__785__0__unoriented__Raman_Data_Processed__e7199f2ac9738fe2b9a5e1c219f9.txt,False,Silicate,"(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10","(Ca,Na)19(Al,Mg,Fe)13(SiO4)10(Si2O7)4(OH,F,O)10",15.0,,,,,,,,,,
R070312,Veszelyite,532,Processed,Veszelyite__R070312__Raman__532______Raman_Data_Processed__f6827479d1fe72b4b95973f00c9a.txt,False,Phosphate,"(Cu,Zn)2Zn(PO4)(OH)32H2O","(Cu,Zn)2Zn(PO4)(OH)32H2O",13.0,,,,,,,,,,
R150143,Veszelyite,532,Processed,Veszelyite__R150143__Broad_Scan__532__0__unoriented__Raman_Data_Processed__d0e9b583239c198e9937204c3a39.txt,False,Phosphate,"(Cu,Zn)2Zn(PO4)(OH)32H2O","(Cu,Zn)2Zn(PO4)(OH)32H2O",5.0,,,,,,,,,,
R150144,Veszelyite,532,Processed,Veszelyite__R150144__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e039945461d16880ed662878ccd7.txt,False,Phosphate,"(Cu,Zn)2Zn(PO4)(OH)32H2O","(Cu,Zn)2Zn(PO4)(OH)32H2O",5.0,,,,,,,,,,
R160003,Veszelyite,532,Processed,Veszelyite__R160003__Broad_Scan__532__0__unoriented__Raman_Data_Processed__151dd4f10cb506d02e4bd0fece07.txt,False,Phosphate,"(Cu,Zn)2Zn(PO4)(OH)32H2O","(Cu,Zn)2Zn(PO4)(OH)32H2O",5.0,,,,,,,,,,
R060584,Vigezzite,532,Processed,Vigezzite__R060584__Broad_Scan__532__0__unoriented__Raman_Data_Processed__dc92d5b86bab8a7c7a4c64cbee38.txt,False,Oxide,CaNb2O6,CaNb2O6,3.0,2.013333333333333,49.66126,3.6052,3.6052,3.6052,1.0,False,-3.2334898393650806,-3.2334898393650806,1.0
R120132,Vigezzite,532,Processed,Vigezzite__R120132__Broad_Scan__532__0__unoriented__Raman_Data_Processed__b26ee12fc4bc4afde904063596c0.txt,False,Oxide,CaNb2O6,CaNb2O6,3.0,2.013333333333333,49.66126,3.6052,3.6052,3.6052,1.0,False,-3.2334898393650806,-3.2334898393650806,1.0
R060052,Viitaniemiite,532,Processed,Viitaniemiite__R060052__Raman__532______Raman_Data_Processed__c113f77590f09d013afb085ba730.txt,True,Phosphate,NaCaAl(PO4)F3,NaCaAlPO4F3,6.0,2.191666666666667,26.003478846666667,,,,,,,,
R060916,Villiaumite,532,Processed,Villiaumite__R060916__Raman__532______Raman_Data_Processed__ca5f230fede87e4ce5fa06acafe7.txt,True,Halide,NaF,NaF,2.0,2.455,20.99408624,6.0943,6.0943,6.0943,1.0,False,-2.957897320595,-2.957897320595,1.0
R060846,Violarite,532,Processed,Violarite__R060846__Raman__532______Raman_Data_Processed__8064237a654fda7e365d0b7b0f39.txt,False,Sulfide,FeNi2S4,Fe(NiS2)2,3.0,2.106666666666667,48.867799999999995,0.0,0.0,0.0,2.0,True,-0.7684873841071433,-0.789749008035715,2.0
R220017,Virgilluethite,532,Processed,Virgilluethite__R220017__Raman__532______Raman_Data_Processed__2ec188cc9d1f0ce3303de133c7bb.txt,False,Oxide,MoO3H2O,Mo(HO2)2,3.0,2.6,37.64911333333333,2.53965,2.2047,3.217,6.0,False,-1.6683822617485704,-1.720047408891428,6.0
R060544,Viseite,532,Processed,Viseite__R060544__Raman__532______Raman_Data_Processed__cac5dfa1dfbf5a62d7c5c9becdcd.txt,False,Phosphate,Ca10Al24(PO4)14(SiO4)6F3O1372H2O,Ca10Al24Si6P14H2O1453F3,7.0,2.3314285714285714,23.160649114285714,,,,,,,,
R061139,Vishnevite,532,Processed,Vishnevite__R061139__Raman__532______Raman_Data_Processed__c8689adc08bcd0a4addf70834125.txt,False,Sulfate,Na8(Al6Si6)O24(SO4)2H2O,Na8Al6Si6H2S2O33,6.0,2.11,21.18819131333333,,,,,,,,
R070216,Vismirnovite,532,Processed,Vismirnovite__R070216__Raman__532______Raman_Data_Processed__d2055f794739ac684f84718761a9.txt,False,Oxide,ZnSn(OH)6,ZnSn(HO)6,4.0,2.3125,50.281585,,,,,,,,
R070712,Vistepite,532,Processed,Vistepite__R070712__Raman__532______Raman_Data_Processed__2f75ccf78557e0fcf0b17691cfb1.txt,False,Silicate,Mn4SnB2O2(Si2O7)2(OH)2,Mn4Si4SnB2(HO9)2,6.0,2.1816666666666666,38.2586475,2.7422,2.7422,2.7422,1.0,False,-2.636800645545591,-2.636800645545591,1.0
R040185,Vivianite,514,Processed,Vivianite__R040185-3__Raman__514__0-000__depolarized__Raman_Data_Processed__d810bfb30c3af09527702bc374e0.txt,True,Phosphate,Fe3(PO4)28H2O,Fe3P28H2O113,4.0,2.415,25.956525499999998,,,,,,,,
R050076,Vivianite,514,Processed,Vivianite__R050076__Raman__514______Raman_Data_Processed__1e885b83a880610f903eb0d80b8d.txt,True,Phosphate,Fe3(PO4)28H2O,Fe3P28H2O113,4.0,2.415,25.956525499999998,,,,,,,,
R050464,Vivianite,532,Processed,Vivianite__R050464__Broad_Scan__532__0__unoriented__Raman_Data_Processed__f096c971ab5ebff22ad12da21cd6.txt,True,Phosphate,Fe3(PO4)28H2O,Fe3P28H2O113,4.0,2.415,25.956525499999998,,,,,,,,
R050596,Vivianite,532,Processed,Vivianite__R050596__Broad_Scan__532__0__unoriented__Raman_Data_Processed__86ff53106bccbeee37f730e23d00.txt,True,Phosphate,Fe3(PO4)28H2O,Fe3P28H2O113,4.0,2.415,25.956525499999998,,,,,,,,
R060025,Vivianite,532,Processed,Vivianite__R060025__Broad_Scan__532__0__unoriented__Raman_Data_Processed__327d0a5ba687483fa02a96ec503e.txt,True,Phosphate,Fe3(PO4)28H2O,Fe3P28H2O113,4.0,2.415,25.956525499999998,,,,,,,,
R070331,Vivianite,532,Processed,Vivianite__R070331__Raman__532______Raman_Data_Processed__1541812e3752f833ba8bed0c6b54.txt,True,Phosphate,Fe3(PO4)28H2O,Fe3P28H2O113,4.0,2.415,25.956525499999998,,,,,,,,
R080001,Vladimirite,532,Processed,Vladimirite__R080001__Raman__532______Raman_Data_Processed__f37853530c79bb00092b32954b10.txt,False,Sulfate,Ca4(AsO4)2(AsO3OH)4H2O,Ca4As6H6O25,4.0,2.205,33.001735,,,,,,,,
R100075,Vladimirite,532,Processed,Vladimirite__R100075__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4a03505e798d37f1dddd939a4351.txt,False,Sulfate,Ca4(AsO4)2(AsO3OH)4H2O,Ca4As6H6O25,4.0,2.205,33.001735,,,,,,,,
R130034,Vladimirivanovite,,RAW,Vladimirivanovite__R130034__Raman________Raman_Data_RAW__232a367d7eab6bad07dc708f9a51.txt,False,Sulfate,"Na6Ca2[Al6Si6O24](SO4,S3,S2,Cl)2H2O","Na6Ca2[Al6Si6O24](SO4,S3,S2,Cl)2H2O",6.0,1.8466666666666665,22.523691313333334,,,,,,,,
R060913,Vlasovite,532,Processed,Vlasovite__R060913__Raman__532______Raman_Data_Processed__6a78dc12105406772dbe675dfa0e.txt,True,Silicate,Na2ZrSi4O11,Na2ZrSi4O11,4.0,1.9,39.57466732,4.5766,4.5766,4.5766,1.0,False,-3.213389597986111,-3.213389597986111,1.0
R070736,Vlodavetsite,532,Processed,Vlodavetsite__R070736__Raman__532______Raman_Data_Processed__e35d45d6ad643d884cc52cb30996.txt,False,Sulfate,Ca2Al(SO4)2F2Cl4H2O,Ca2AlH2S2Cl4O9F2,7.0,2.5671428571428576,24.369040257142853,,,,,,,,
R050663,Voglite,532,Processed,Voglite__R050663__Raman__532______Raman_Data_Processed__ba6cc787b2a4a495677bec1936ce.txt,False,Carbonate,Ca2Cu(UO2)(CO3)46H2O,Ca2UCuH2C46O141,6.0,2.078333333333333,61.77849166666667,,,,,,,,
R130078,Volaschioite,632.8,Processed,Volaschioite__R130078__Raman__632-8______Raman_Data_Processed__5aeb018b3003fe8c817e9be53eee.txt,False,Sulfate,Fe4(SO4)O2(OH)62H2O,Fe4H64SO69,4.0,2.5125,26.229335,,,,,,,,
R050216,Volborthite,532,Processed,Volborthite__R050216__Raman__532______Raman_Data_Processed__dc5653d495aa5c8447263d0d801d.txt,True,Oxide,Cu3V2O7(OH)22H2O,V2Cu3(H4O5)6,4.0,2.2925,32.873709999999996,,,,,,,,
R050249,Volborthite,532,Processed,Volborthite__R050249__Raman__532______Raman_Data_Processed__5dd4ba9151c09a80239735cd3395.txt,False,Oxide,Cu3V2O7(OH)22H2O,V2Cu3(H4O5)6,4.0,2.2925,32.873709999999996,,,,,,,,
R070710,Volborthite,532,Processed,Volborthite__R070710__Broad_Scan__532__0__unoriented__Raman_Data_Processed__cc4049597d86718e7f86f1c73300.txt,False,Oxide,Cu3V2O7(OH)22H2O,V2Cu3(H4O5)6,4.0,2.2925,32.873709999999996,,,,,,,,
R120063,Volborthite,532,Processed,Volborthite__R120063__Broad_Scan__532__0__unoriented__Raman_Data_Processed__cb889a4d8f43ce67e82ea3173e0f.txt,False,Oxide,Cu3V2O7(OH)22H2O,V2Cu3(H4O5)6,4.0,2.2925,32.873709999999996,,,,,,,,
R110151,Volkovskite,532,Processed,Volkovskite__R110151__Raman__532______Raman_Data_Processed__e725b6c1ab0c270828ac20a9f397.txt,False,Oxide,KCa4B22O32(OH)10Cl4H2O,KCa4B22H12Cl4O43,6.0,2.11,23.741273333333336,,,,,,,,
R060237,Voltaite,532,Processed,Voltaite__R060237__Raman__532______Raman_Data_Processed__f45cf3334cb65beb02d592ccf155.txt,True,Sulfate,K2Fe5Fe3Al(SO4)1218H2O,K2AlFe8H2S1218O4873,6.0,2.08,28.499529766666665,,,,,,,,
R050221,Vonsenite,532,Processed,Vonsenite__R050221__Raman__532______Raman_Data_Processed__5533b18c196d85e82ebf066bcc81.txt,True,Oxide,Fe2FeO2(BO3),Fe3BO5,3.0,2.4366666666666665,27.551799999999997,0.9760999999999997,0.9327,1.0194999999999994,2.0,False,-2.1230262836574068,-2.123673670879629,2.0
R050477,Vonsenite,532,Processed,Vonsenite__R050477__Broad_Scan__532__0__unoriented__Raman_Data_Processed__bb8ae7c9506b628a6bb37780b700.txt,True,Oxide,Fe2FeO2(BO3),Fe3BO5,3.0,2.4366666666666665,27.551799999999997,0.9760999999999997,0.9327,1.0194999999999994,2.0,False,-2.1230262836574068,-2.123673670879629,2.0
R050397,Vuagnatite,532,Processed,Vuagnatite__R050397__Broad_Scan__532__0__unoriented__Raman_Data_Processed__3ec5d465909e7d0f9cee7d355253.txt,True,Silicate,CaAlSiO4(OH),CaAlSiHO5,5.0,2.03,22.430475719999997,5.242800000000001,5.242800000000001,5.242800000000001,1.0,False,-3.115944507763333,-3.115944507763333,1.0
R050250,Vuonnemite,532,Processed,Vuonnemite__R050250__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a238a42aad8677dad7687a921bba.txt,False,Phosphate,Na6Na2Nb2Na3Ti(Si2O7)2(PO4)2O2(OF),Na11TiNb2Si4P2O25F,7.0,2.2257142857142855,36.83145921142857,2.5920000000000005,2.5920000000000005,2.5920000000000005,1.0,False,-2.872666492123437,-2.872666492123437,1.0
R070690,Vuonnemite,532,Processed,Vuonnemite__R070690__Raman__532______Raman_Data_Processed__0b5bc031b7a49f7f8ea610025c5c.txt,False,Phosphate,Na6Na2Nb2Na3Ti(Si2O7)2(PO4)2O2(OF),Na11TiNb2Si4P2O25F,7.0,2.2257142857142855,36.83145921142857,2.5920000000000005,2.5920000000000005,2.5920000000000005,1.0,False,-2.872666492123437,-2.872666492123437,1.0
R080015,Vuonnemite,532,Processed,Vuonnemite__R080015__Raman__532______Raman_Data_Processed__464cabfb9ff481ec6190b41930f3.txt,False,Phosphate,Na6Na2Nb2Na3Ti(Si2O7)2(PO4)2O2(OF),Na11TiNb2Si4P2O25F,7.0,2.2257142857142855,36.83145921142857,2.5920000000000005,2.5920000000000005,2.5920000000000005,1.0,False,-2.872666492123437,-2.872666492123437,1.0
R070703,Vuoriyarvite-K,532,Processed,Vuoriyarvite-K__R070703__Raman__532______Raman_Data_Processed__5116fa45a8a02e7df4798d2c9e11.txt,False,Silicate,"(K,Na,[box])12Nb8(Si4O12)4O812-16H2O","(K,Na,[box])12Nb8(Si4O12)4O812-16H2O",6.0,,,,,,,,,,
R060036,Wadeite,532,Processed,Wadeite__R060036__Broad_Scan__532__0__unoriented__Raman_Data_Processed__c6984d7b7147e9f66a2cf58d3976.txt,True,Silicate,K2ZrSi3O9,K2Zr(SiO3)3,4.0,1.8725,43.601800000000004,4.8118,4.8118,4.8118,1.0,False,-3.2400759014833342,-3.2400759014833342,1.0
R130537,Wadeite,532,Processed,Wadeite__R130537__Broad_Scan__532__0__unoriented__Raman_Data_Processed__15b7a388f469e7c57abc540bb183.txt,False,Silicate,K2ZrSi3O9,K2Zr(SiO3)3,4.0,1.8725,43.601800000000004,4.8118,4.8118,4.8118,1.0,False,-3.2400759014833342,-3.2400759014833342,1.0
R090004,Wadsleyite,532,Processed,Wadsleyite__R090004__Broad_Scan__532__0__unoriented__Raman_Data_Processed__2f6488c4950c3dd2904d342d5d00.txt,False,Silicate,Mg2SiO4,Mg2SiO4,3.0,2.216666666666667,22.796633333333332,4.4693499999999995,2.3731,4.7521,8.0,False,-3.0948296992857145,-3.2359950732142844,15.0
R050519,Wagnerite,532,Processed,Wagnerite__R050519__Broad_Scan__532__0__unoriented__Raman_Data_Processed__1e21bc0532c737c275f164a43c78.txt,True,Phosphate,Mg2(PO4)F,Mg2PO4F,4.0,2.73,22.5691413,5.439,5.439,5.439,1.0,False,-3.238292621119732,-3.238292621119732,1.0
R060456,Wagnerite,532,Processed,Wagnerite__R060456__Raman__532______Raman_Data_Processed__9b6fe0a628088626fa930279b9e7.txt,False,Phosphate,Mg2(PO4)F,Mg2PO4F,4.0,2.73,22.5691413,5.439,5.439,5.439,1.0,False,-3.238292621119732,-3.238292621119732,1.0
R070559,Wagnerite,532,Processed,Wagnerite__R070559__Broad_Scan__532__0__unoriented__Raman_Data_Processed__04d0a7e08b74b999f591d6cfdc8e.txt,False,Phosphate,Mg2(PO4)F,Mg2PO4F,4.0,2.73,22.5691413,5.439,5.439,5.439,1.0,False,-3.238292621119732,-3.238292621119732,1.0
R130714,Waimirite-(Y),532,Processed,Waimirite-(Y)__R130714__Broad_Scan__532__0__unoriented__Raman_Data_Processed__faebe14e61963a83203fea9da807.txt,True,Oxide,YF3,YF3,2.0,2.6,53.9521266,7.48265,7.4315,7.533799999999999,2.0,False,-4.410055084225834,-4.4489910365175,3.0
R061075,Wairakite,532,Processed,Wairakite__R061075__Raman__532______Raman_Data_Processed__a86bf42eae3f62928bfb8a8d61c6.txt,False,Silicate,Ca(Si4Al2)O122H2O,CaAl2Si4H2O123,5.0,2.03,22.430475719999997,,,,,,,,
R060747,Wakabayashilite,532,Processed,Wakabayashilite__R060747__Raman__532______Raman_Data_Processed__c51a9a1c5413914d22dff5f12b0d.txt,True,Sulfide,"(As,Sb)6As4S14","(As,Sb)6As4S14",7.0,,,,,,,,,,
R150064,Wakabayashilite,532,Processed,Wakabayashilite__R150064__Raman__532______Raman_Data_Processed__8b3950a3b7d10b1d53b1a3116f71.txt,False,Sulfide,"(As,Sb)6As4S14","(As,Sb)6As4S14",3.0,,,,,,,,,,
R060176,Wakefieldite-(Ce),532,Processed,Wakefieldite-(Ce)__R060176__Broad_Scan__532__0__unoriented__Raman_Data_Processed__103e205579df107abe42ea5595cb.txt,True,Oxide,CeVO4,CeVO4,3.0,2.063333333333333,69.01896666666667,0.1749499999999999,0.0,0.3341000000000003,4.0,False,-3.1023451712500005,-3.168175825833334,5.0
R060542,Wakefieldite-(Ce),532,Processed,Wakefieldite-(Ce)__R060542__Raman__532______Raman_Data_Processed__fded744f569da38b759b8c370336.txt,True,Oxide,CeVO4,CeVO4,3.0,2.063333333333333,69.01896666666667,0.1749499999999999,0.0,0.3341000000000003,4.0,False,-3.1023451712500005,-3.168175825833334,5.0
R050573,Walpurgite,532,Processed,Walpurgite__R050573__Broad_Scan__532__0__unoriented__Raman_Data_Processed__e774cd13f4b5f343f8de26e3d960.txt,True,Sulfate,Bi4O4(UO2)(AsO4)22H2O,UBi4As22H2O95,5.0,2.2439999999999998,107.78764999999999,,,,,,,,
R070634,Walstromite,532,Processed,Walstromite__R070634__Raman__532______Raman_Data_Processed__93134b963997c2062fdd3711971a.txt,False,Silicate,BaCa2Si3O9,BaCa2(SiO3)3,4.0,1.8075,55.372475,4.5745000000000005,4.5745000000000005,4.5745000000000005,1.0,False,-3.441286162416667,-3.441286162416667,1.0
R150079,Walstromite,532,Processed,Walstromite__R150079__Raman__532______Raman_Data_Processed__9969f0f95484a770679fcd114e4b.txt,False,Silicate,BaCa2Si3O9,BaCa2(SiO3)3,4.0,1.8075,55.372475,4.5745000000000005,4.5745000000000005,4.5745000000000005,1.0,False,-3.441286162416667,-3.441286162416667,1.0
R150142,Wangdaodeite,532,Processed,Wangdaodeite__R150142__Raman__532______Raman_Data_Processed__5a575d9843b83a8a8898fb3e6c12.txt,False,Oxide,FeTiO3,TiFeO3,3.0,2.27,39.9038,1.8355999999999997,1.4863999999999995,2.4638,6.0,False,-2.7582039204583335,-2.813929974083334,6.0
R220047,Wangkuirenite,532,Processed,Wangkuirenite__R220047__Raman__532______Raman_Data_Processed__9d77c534ea1019b3568cd02d844b.txt,False,Oxide,Pb3Cl2(SeO3)2,Pb3Se2(ClO3)2,4.0,2.8699999999999997,84.4031,,,,,,,,
R050643,Wardite,532,Processed,Wardite__R050643__Broad_Scan__532__0__unoriented__Raman_Data_Processed__0007c48808249f3d646b5027c8c4.txt,True,Phosphate,NaAl3(PO4)2(OH)42H2O,NaAl3P2H44O51,5.0,2.0740000000000003,19.590481976,,,,,,,,
R080105,Warikahnite,532,Processed,Warikahnite__R080105__Broad_Scan__532__0__unoriented__Raman_Data_Processed__a5197b7e4df6425128abcffd8076.txt,False,Sulfate,Zn3(AsO4)22H2O,Zn3As22H2O89,4.0,2.3674999999999997,39.334485,,,,,,,,
R050674,Warwickite,532,Processed,Warwickite__R050674__Broad_Scan__532__0__unoriented__Raman_Data_Processed__963df562bc748caf64a1624d7f74.txt,True,Oxide,"(Mg,Ti,Fe,Cr,Al)2O(BO3)","(Mg,Ti,Fe,Cr,Al)2O(BO3)",7.0,,,,,,,,,,
R120161,Warwickite,532,Processed,Warwickite__R120161__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4ea5c612452a899d906659422dbb.txt,False,Oxide,"(Mg,Ti,Fe,Cr,Al)2O(BO3)","(Mg,Ti,Fe,Cr,Al)2O(BO3)",7.0,,,,,,,,,,
R060626,Wattersite,532,Processed,Wattersite__R060626__Raman__532______Raman_Data_Processed__ceff69da786b3e5be95a1b4a5db6.txt,False,Oxide,Hg4HgO2(CrO4),CrHg5O6,3.0,2.3666666666666667,89.52850000000001,0.8531,0.8531,0.8531,1.0,False,-0.946994953125,-0.946994953125,1.0
R040176,Wavellite,514,Processed,Wavellite__R040176-3__Raman__514__0-000__depolarized__Raman_Data_Processed__a86854c80bcc343d55bfe6b02a11.txt,True,Phosphate,Al3(PO4)2(OH)35H2O,Al3P2H37O44,4.0,2.3600000000000003,18.74066015,,,,,,,,
R050219,Wavellite,514,Processed,Wavellite__R050219__Raman__514______Raman_Data_Processed__e9e51825d9267905ec92ee2007bd.txt,False,Phosphate,Al3(PO4)2(OH)35H2O,Al3P2H37O44,4.0,2.3600000000000003,18.74066015,,,,,,,,
R130361,Waylandite,532,Processed,Waylandite__R130361__Broad_Scan__532__0__unoriented__Raman_Data_Processed__4a95f06d5eba7ea7c4fbc1eba4e8.txt,False,Phosphate,BiAl3(PO4)2(OH)6,Al3BiP2(H3O7)2,5.0,2.2920000000000003,56.788608120000006,,,,,,,,
R050242,Weddellite,532,Processed,Weddellite__R050242__Raman__532______Raman_Data_Processed__9427d304b2a83f49f8eaf3ab8207.txt,True,Oxide,Ca(C2O4)2H2O,CaH2C4O9,4.0,2.2975000000000003,17.27401,,,,,,,,
R110123,Weddellite,532,Processed,Weddellite__R110123__Broad_Scan__532__0__unoriented__Raman_Data_Processed__175573feccdeb4e8fcac097f258b.txt,False,Oxide,Ca(C2O4)2H2O,CaH2C4O9,4.0,2.2975000000000003,17.27401,,,,,,,,
R050330,Weeksite,532,Processed,Weeksite__R050330__Raman__532______Raman_Data_Processed__70fd62cece7fd90e34b72f5fcd39.txt,False,Silicate,(K)2(UO2)2(Si5O13)4H2O,K2U2Si20H2O57,5.0,1.9479999999999997,64.44401,,,,,,,,
R050217,Weloganite,514,Processed,Weloganite__R050217-3__Raman__514__0-000__depolarized__Raman_Data_Processed__b8e89865a9af2c7d7937f1336401.txt,True,Carbonate,Na2Sr3Zr(CO3)63H2O,Na2Sr3ZrH2C63O190,6.0,1.8999999999999997,38.475301546666664,,,,,,,,
R050398,Wendwilsonite,532,Processed,Wendwilsonite__R050398__Broad_Scan__532__0__unoriented__Raman_Data_Processed__38834e1b766becdecc26141ccdb7.txt,True,Sulfate,Ca2Mg(AsO4)22H2O,Ca2MgAs22H2O89,5.0,2.026,31.262387999999998,,,,,,,,
R100174,Wendwilsonite,532,Processed,Wendwilsonite__R100174__Broad_Scan__532__0__unoriented__Raman_Data_Processed__156cadaf28b620d59d38320e8a95.txt,False,Sulfate,Ca2Mg(AsO4)22H2O,Ca2MgAs22H2O89,5.0,2.026,31.262387999999998,,,,,,,,
